"Tabela 3218 - Domicílios particulares permanentes, por forma de abastecimento de água, segundo a existência de banheiro ou sanitário e esgotamento sanitário, o destino do lixo e a existência de energia elétrica"
"Variável - Domicílios particulares permanentes - percentual do total geral"
"Cód.";"Município";"Destino do lixo";"Existência de energia elétrica";"Ano x Forma de abastecimento de água x Existência de banheiro ou sanitário e esgotamento sanitário"
"Cód.";"Município";"Destino do lixo";"Existência de energia elétrica";"2010"
"Cód.";"Município";"Destino do lixo";"Existência de energia elétrica";"Rede geral"
"Cód.";"Município";"Destino do lixo";"Existência de energia elétrica";"Total"
"4121901";"Ribeirão do Pinhal (PR)";"Total";"Total";"86,89"
"4122008";"Rio Azul (PR)";"Total";"Total";"50,38"
"4122107";"Rio Bom (PR)";"Total";"Total";"70,95"
"4122156";"Rio Bonito do Iguaçu (PR)";"Total";"Total";"31,42"
"4122172";"Rio Branco do Ivaí (PR)";"Total";"Total";"60,20"
"4122206";"Rio Branco do Sul (PR)";"Total";"Total";"70,09"
"4122305";"Rio Negro (PR)";"Total";"Total";"84,03"
"4122404";"Rolândia (PR)";"Total";"Total";"93,85"
"4122503";"Roncador (PR)";"Total";"Total";"69,19"
"4122602";"Rondon (PR)";"Total";"Total";"86,78"
"4122651";"Rosário do Ivaí (PR)";"Total";"Total";"56,70"
"4122701";"Sabáudia (PR)";"Total";"Total";"78,14"
"4122800";"Salgado Filho (PR)";"Total";"Total";"61,23"
"4122909";"Salto do Itararé (PR)";"Total";"Total";"71,81"
"4123006";"Salto do Lontra (PR)";"Total";"Total";"60,57"
"4123105";"Santa Amélia (PR)";"Total";"Total";"78,66"
"4123204";"Santa Cecília do Pavão (PR)";"Total";"Total";"85,44"
"4123303";"Santa Cruz de Monte Castelo (PR)";"Total";"Total";"71,49"
"4123402";"Santa Fé (PR)";"Total";"Total";"86,27"
"4123501";"Santa Helena (PR)";"Total";"Total";"94,00"
"4123600";"Santa Inês (PR)";"Total";"Total";"89,08"
"4123709";"Santa Isabel do Ivaí (PR)";"Total";"Total";"85,47"
"4123808";"Santa Izabel do Oeste (PR)";"Total";"Total";"67,60"
"4123824";"Santa Lúcia (PR)";"Total";"Total";"64,95"
"4123857";"Santa Maria do Oeste (PR)";"Total";"Total";"38,52"
"4123907";"Santa Mariana (PR)";"Total";"Total";"90,82"
"4123956";"Santa Mônica (PR)";"Total";"Total";"77,48"
"4124004";"Santana do Itararé (PR)";"Total";"Total";"66,88"
"4124020";"Santa Tereza do Oeste (PR)";"Total";"Total";"84,83"
"4124053";"Santa Terezinha de Itaipu (PR)";"Total";"Total";"91,41"
"4124103";"Santo Antônio da Platina (PR)";"Total";"Total";"84,18"
"4124202";"Santo Antônio do Caiuá (PR)";"Total";"Total";"83,92"
"4124301";"Santo Antônio do Paraíso (PR)";"Total";"Total";"82,95"
"4124400";"Santo Antônio do Sudoeste (PR)";"Total";"Total";"82,22"
"4124509";"Santo Inácio (PR)";"Total";"Total";"82,54"
"4124608";"São Carlos do Ivaí (PR)";"Total";"Total";"91,77"
"4124707";"São Jerônimo da Serra (PR)";"Total";"Total";"63,56"
"4124806";"São João (PR)";"Total";"Total";"62,36"
"4124905";"São João do Caiuá (PR)";"Total";"Total";"89,84"
"4125001";"São João do Ivaí (PR)";"Total";"Total";"82,30"
"4125100";"São João do Triunfo (PR)";"Total";"Total";"54,13"
"4125209";"São Jorge d'Oeste (PR)";"Total";"Total";"67,30"
"4125308";"São Jorge do Ivaí (PR)";"Total";"Total";"88,42"
"4125357";"São Jorge do Patrocínio (PR)";"Total";"Total";"96,83"
"4125407";"São José da Boa Vista (PR)";"Total";"Total";"60,47"
"4125456";"São José das Palmeiras (PR)";"Total";"Total";"75,55"
"4125506";"São José dos Pinhais (PR)";"Total";"Total";"89,09"
"4125555";"São Manoel do Paraná (PR)";"Total";"Total";"92,76"
"4125605";"São Mateus do Sul (PR)";"Total";"Total";"62,96"
"4125704";"São Miguel do Iguaçu (PR)";"Total";"Total";"83,07"
"4125753";"São Pedro do Iguaçu (PR)";"Total";"Total";"77,12"
"4125803";"São Pedro do Ivaí (PR)";"Total";"Total";"88,47"
"4125902";"São Pedro do Paraná (PR)";"Total";"Total";"67,75"
"4126009";"São Sebastião da Amoreira (PR)";"Total";"Total";"89,95"
"4126108";"São Tomé (PR)";"Total";"Total";"86,52"
"4126207";"Sapopema (PR)";"Total";"Total";"64,34"
"4126256";"Sarandi (PR)";"Total";"Total";"95,87"
"4126272";"Saudade do Iguaçu (PR)";"Total";"Total";"68,92"
"4126306";"Sengés (PR)";"Total";"Total";"80,16"
"4126355";"Serranópolis do Iguaçu (PR)";"Total";"Total";"78,67"
"4126405";"Sertaneja (PR)";"Total";"Total";"88,90"
"4126504";"Sertanópolis (PR)";"Total";"Total";"89,08"
"4126603";"Siqueira Campos (PR)";"Total";"Total";"81,42"
"4126652";"Sulina (PR)";"Total";"Total";"51,35"
"4126678";"Tamarana (PR)";"Total";"Total";"51,85"
"4126702";"Tamboara (PR)";"Total";"Total";"86,82"
"4126801";"Tapejara (PR)";"Total";"Total";"90,61"
"4126900";"Tapira (PR)";"Total";"Total";"83,32"
"4127007";"Teixeira Soares (PR)";"Total";"Total";"62,60"
"4127106";"Telêmaco Borba (PR)";"Total";"Total";"98,06"
"4127205";"Terra Boa (PR)";"Total";"Total";"91,50"
"4127304";"Terra Rica (PR)";"Total";"Total";"84,38"
"4127403";"Terra Roxa (PR)";"Total";"Total";"85,07"
"4127502";"Tibagi (PR)";"Total";"Total";"71,90"
"4127601";"Tijucas do Sul (PR)";"Total";"Total";"54,21"
"4127700";"Toledo (PR)";"Total";"Total";"93,49"
"4127809";"Tomazina (PR)";"Total";"Total";"50,28"
"4127858";"Três Barras do Paraná (PR)";"Total";"Total";"56,66"
"4127882";"Tunas do Paraná (PR)";"Total";"Total";"57,25"
"4127908";"Tuneiras do Oeste (PR)";"Total";"Total";"78,54"
"4127957";"Tupãssi (PR)";"Total";"Total";"83,82"
"4127965";"Turvo (PR)";"Total";"Total";"52,30"
"4128005";"Ubiratã (PR)";"Total";"Total";"86,28"
"4128104";"Umuarama (PR)";"Total";"Total";"93,15"
"4128203";"União da Vitória (PR)";"Total";"Total";"90,64"
"4128302";"Uniflor (PR)";"Total";"Total";"76,46"
"4128401";"Uraí (PR)";"Total";"Total";"83,74"
"4128500";"Wenceslau Braz (PR)";"Total";"Total";"81,02"
"4128534";"Ventania (PR)";"Total";"Total";"76,91"
"4128559";"Vera Cruz do Oeste (PR)";"Total";"Total";"74,34"
"4128609";"Verê (PR)";"Total";"Total";"59,62"
"4128625";"Alto Paraíso (PR)";"Total";"Total";"62,75"
"4128633";"Doutor Ulysses (PR)";"Total";"Total";"35,85"
"4128658";"Virmond (PR)";"Total";"Total";"51,23"
"4128708";"Vitorino (PR)";"Total";"Total";"65,13"
"4128807";"Xambrê (PR)";"Total";"Total";"68,39"
"4200051";"Abdon Batista (SC)";"Total";"Total";"58,51"
"4200101";"Abelardo Luz (SC)";"Total";"Total";"57,42"
"4200200";"Agrolândia (SC)";"Total";"Total";"65,08"
"4200309";"Agronômica (SC)";"Total";"Total";"38,08"
"4200408";"Água Doce (SC)";"Total";"Total";"53,27"
"4200507";"Águas de Chapecó (SC)";"Total";"Total";"56,54"
"4200556";"Águas Frias (SC)";"Total";"Total";"58,43"
"4200606";"Águas Mornas (SC)";"Total";"Total";"26,45"
"4200705";"Alfredo Wagner (SC)";"Total";"Total";"27,23"
"4200754";"Alto Bela Vista (SC)";"Total";"Total";"56,64"
"4200804";"Anchieta (SC)";"Total";"Total";"53,06"
"4200903";"Angelina (SC)";"Total";"Total";"13,96"
"4201000";"Anita Garibaldi (SC)";"Total";"Total";"58,51"
"4201109";"Anitápolis (SC)";"Total";"Total";"32,37"
"4201208";"Antônio Carlos (SC)";"Total";"Total";"45,89"
"4201257";"Apiúna (SC)";"Total";"Total";"63,08"
"4201273";"Arabutã (SC)";"Total";"Total";"41,67"
"4201307";"Araquari (SC)";"Total";"Total";"53,40"
"4201406";"Araranguá (SC)";"Total";"Total";"58,12"
"4201505";"Armazém (SC)";"Total";"Total";"48,80"
"4201604";"Arroio Trinta (SC)";"Total";"Total";"71,80"
"4201653";"Arvoredo (SC)";"Total";"Total";"26,55"
"4201703";"Ascurra (SC)";"Total";"Total";"85,67"
"4201802";"Atalanta (SC)";"Total";"Total";"37,58"
"4201901";"Aurora (SC)";"Total";"Total";"21,47"
"4201950";"Balneário Arroio do Silva (SC)";"Total";"Total";"90,72"
"4202008";"Balneário Camboriú (SC)";"Total";"Total";"96,34"
"4202057";"Balneário Barra do Sul (SC)";"Total";"Total";"85,52"
"4202073";"Balneário Gaivota (SC)";"Total";"Total";"40,69"
"4202081";"Bandeirante (SC)";"Total";"Total";"42,60"
"4202099";"Barra Bonita (SC)";"Total";"Total";"62,56"
"4202107";"Barra Velha (SC)";"Total";"Total";"86,70"
"4202131";"Bela Vista do Toldo (SC)";"Total";"Total";"10,75"
"4202156";"Belmonte (SC)";"Total";"Total";"62,45"
"4202206";"Benedito Novo (SC)";"Total";"Total";"37,40"
"4202305";"Biguaçu (SC)";"Total";"Total";"81,69"
"4202404";"Blumenau (SC)";"Total";"Total";"93,08"
"4202438";"Bocaina do Sul (SC)";"Total";"Total";"28,12"
"4202453";"Bombinhas (SC)";"Total";"Total";"75,71"
"4202503";"Bom Jardim da Serra (SC)";"Total";"Total";"45,18"
"4202537";"Bom Jesus (SC)";"Total";"Total";"69,58"
"4202578";"Bom Jesus do Oeste (SC)";"Total";"Total";"71,09"
"4202602";"Bom Retiro (SC)";"Total";"Total";"71,87"
"4202701";"Botuverá (SC)";"Total";"Total";"69,33"
"4202800";"Braço do Norte (SC)";"Total";"Total";"67,87"
"4202859";"Braço do Trombudo (SC)";"Total";"Total";"60,77"
"4202875";"Brunópolis (SC)";"Total";"Total";"43,02"
"4202909";"Brusque (SC)";"Total";"Total";"86,20"
"4203006";"Caçador (SC)";"Total";"Total";"86,04"
"4203105";"Caibi (SC)";"Total";"Total";"60,60"
"4203154";"Calmon (SC)";"Total";"Total";"62,81"
"4203204";"Camboriú (SC)";"Total";"Total";"88,71"
"4203253";"Capão Alto (SC)";"Total";"Total";"32,78"
"4203303";"Campo Alegre (SC)";"Total";"Total";"60,44"
"4203402";"Campo Belo do Sul (SC)";"Total";"Total";"61,32"
"4203501";"Campo Erê (SC)";"Total";"Total";"64,63"
"4203600";"Campos Novos (SC)";"Total";"Total";"83,90"
"4203709";"Canelinha (SC)";"Total";"Total";"81,66"
"4203808";"Canoinhas (SC)";"Total";"Total";"76,22"
"4203907";"Capinzal (SC)";"Total";"Total";"89,20"
"4203956";"Capivari de Baixo (SC)";"Total";"Total";"92,95"
"4204004";"Catanduvas (SC)";"Total";"Total";"83,16"
"4204103";"Caxambu do Sul (SC)";"Total";"Total";"50,53"
"4204152";"Celso Ramos (SC)";"Total";"Total";"66,31"
"4204178";"Cerro Negro (SC)";"Total";"Total";"41,82"
"4204194";"Chapadão do Lageado (SC)";"Total";"Total";"9,57"
"4204202";"Chapecó (SC)";"Total";"Total";"80,64"
"4204251";"Cocal do Sul (SC)";"Total";"Total";"89,72"
"4204301";"Concórdia (SC)";"Total";"Total";"86,30"
"4204350";"Cordilheira Alta (SC)";"Total";"Total";"37,29"
"4204400";"Coronel Freitas (SC)";"Total";"Total";"75,87"
"4204459";"Coronel Martins (SC)";"Total";"Total";"38,35"
"4204509";"Corupá (SC)";"Total";"Total";"67,13"
"4204558";"Correia Pinto (SC)";"Total";"Total";"84,48"
"4204608";"Criciúma (SC)";"Total";"Total";"95,69"
"4204707";"Cunha Porã (SC)";"Total";"Total";"64,71"
"4204756";"Cunhataí (SC)";"Total";"Total";"29,76"
"4204806";"Curitibanos (SC)";"Total";"Total";"82,86"
"4204905";"Descanso (SC)";"Total";"Total";"54,34"
"4205001";"Dionísio Cerqueira (SC)";"Total";"Total";"75,23"
"4205100";"Dona Emma (SC)";"Total";"Total";"50,89"
"4205159";"Doutor Pedrinho (SC)";"Total";"Total";"48,61"
"4205175";"Entre Rios (SC)";"Total";"Total";"29,44"
"4205191";"Ermo (SC)";"Total";"Total";"40,00"
"4205209";"Erval Velho (SC)";"Total";"Total";"71,36"
"4205308";"Faxinal dos Guedes (SC)";"Total";"Total";"73,22"
"4205357";"Flor do Sertão (SC)";"Total";"Total";"90,34"
"4205407";"Florianópolis (SC)";"Total";"Total";"93,59"
"4205431";"Formosa do Sul (SC)";"Total";"Total";"58,17"
"4205456";"Forquilhinha (SC)";"Total";"Total";"81,25"
"4205506";"Fraiburgo (SC)";"Total";"Total";"83,07"
"4205555";"Frei Rogério (SC)";"Total";"Total";"31,88"
"4205605";"Galvão (SC)";"Total";"Total";"59,03"
"4205704";"Garopaba (SC)";"Total";"Total";"75,28"
"4205803";"Garuva (SC)";"Total";"Total";"75,81"
"4205902";"Gaspar (SC)";"Total";"Total";"85,62"
"4206009";"Governador Celso Ramos (SC)";"Total";"Total";"92,71"
"4206108";"Grão-Pará (SC)";"Total";"Total";"51,20"
"4206207";"Gravatal (SC)";"Total";"Total";"49,94"
"4206306";"Guabiruba (SC)";"Total";"Total";"62,02"
"4206405";"Guaraciaba (SC)";"Total";"Total";"71,97"
"4206504";"Guaramirim (SC)";"Total";"Total";"72,41"
"4206603";"Guarujá do Sul (SC)";"Total";"Total";"80,66"
"4206652";"Guatambú (SC)";"Total";"Total";"46,27"
"4206702";"Herval d'Oeste (SC)";"Total";"Total";"90,90"
"4206751";"Ibiam (SC)";"Total";"Total";"70,40"
"4206801";"Ibicaré (SC)";"Total";"Total";"61,60"
"4206900";"Ibirama (SC)";"Total";"Total";"78,04"
"4207007";"Içara (SC)";"Total";"Total";"79,73"
"4207106";"Ilhota (SC)";"Total";"Total";"55,73"
"4207205";"Imaruí (SC)";"Total";"Total";"59,23"
"4207304";"Imbituba (SC)";"Total";"Total";"87,22"
"4207403";"Imbuia (SC)";"Total";"Total";"34,84"
"4207502";"Indaial (SC)";"Total";"Total";"90,92"
"4207577";"Iomerê (SC)";"Total";"Total";"75,20"
"4207601";"Ipira (SC)";"Total";"Total";"66,02"
"4207650";"Iporã do Oeste (SC)";"Total";"Total";"61,37"
"4207684";"Ipuaçu (SC)";"Total";"Total";"35,09"
"4207700";"Ipumirim (SC)";"Total";"Total";"61,68"
"4207759";"Iraceminha (SC)";"Total";"Total";"67,65"
"4207809";"Irani (SC)";"Total";"Total";"73,73"
"4207858";"Irati (SC)";"Total";"Total";"79,61"
"4207908";"Irineópolis (SC)";"Total";"Total";"35,53"
"4208005";"Itá (SC)";"Total";"Total";"68,97"
"4208104";"Itaiópolis (SC)";"Total";"Total";"50,89"
"4208203";"Itajaí (SC)";"Total";"Total";"95,00"
"4208302";"Itapema (SC)";"Total";"Total";"91,90"
"4208401";"Itapiranga (SC)";"Total";"Total";"78,11"
"4208450";"Itapoá (SC)";"Total";"Total";"87,65"
"4208500";"Ituporanga (SC)";"Total";"Total";"60,78"
"4208609";"Jaborá (SC)";"Total";"Total";"46,11"
"4208708";"Jacinto Machado (SC)";"Total";"Total";"57,21"
"4208807";"Jaguaruna (SC)";"Total";"Total";"53,40"
"4208906";"Jaraguá do Sul (SC)";"Total";"Total";"88,74"
"4208955";"Jardinópolis (SC)";"Total";"Total";"59,14"
"4209003";"Joaçaba (SC)";"Total";"Total";"91,19"
"4209102";"Joinville (SC)";"Total";"Total";"95,48"
"4209151";"José Boiteux (SC)";"Total";"Total";"49,89"
"4209177";"Jupiá (SC)";"Total";"Total";"45,17"
"4209201";"Lacerdópolis (SC)";"Total";"Total";"56,21"
"4209300";"Lages (SC)";"Total";"Total";"96,23"
"4209409";"Laguna (SC)";"Total";"Total";"75,50"
"4209458";"Lajeado Grande (SC)";"Total";"Total";"43,21"
"4209508";"Laurentino (SC)";"Total";"Total";"57,87"
"4209607";"Lauro Müller (SC)";"Total";"Total";"81,87"
"4209706";"Lebon Régis (SC)";"Total";"Total";"64,28"
"4209805";"Leoberto Leal (SC)";"Total";"Total";"21,49"
"4209854";"Lindóia do Sul (SC)";"Total";"Total";"55,47"
"4209904";"Lontras (SC)";"Total";"Total";"64,13"
"4210001";"Luiz Alves (SC)";"Total";"Total";"25,65"
"4210035";"Luzerna (SC)";"Total";"Total";"79,23"
"4210050";"Macieira (SC)";"Total";"Total";"29,04"
"4210100";"Mafra (SC)";"Total";"Total";"78,51"
"4210209";"Major Gercino (SC)";"Total";"Total";"35,16"
"4210308";"Major Vieira (SC)";"Total";"Total";"32,01"
"4210407";"Maracajá (SC)";"Total";"Total";"51,38"
"4210506";"Maravilha (SC)";"Total";"Total";"88,34"
"4210555";"Marema (SC)";"Total";"Total";"41,23"
"4210605";"Massaranduba (SC)";"Total";"Total";"35,68"
"4210704";"Matos Costa (SC)";"Total";"Total";"52,46"
"4210803";"Meleiro (SC)";"Total";"Total";"42,01"
"4210852";"Mirim Doce (SC)";"Total";"Total";"38,81"
"4210902";"Modelo (SC)";"Total";"Total";"83,58"
"4211009";"Mondaí (SC)";"Total";"Total";"76,04"
"4211058";"Monte Carlo (SC)";"Total";"Total";"88,14"
"4211108";"Monte Castelo (SC)";"Total";"Total";"52,98"
"4211207";"Morro da Fumaça (SC)";"Total";"Total";"73,75"
"4211256";"Morro Grande (SC)";"Total";"Total";"51,57"
"4211306";"Navegantes (SC)";"Total";"Total";"92,64"
"4211405";"Nova Erechim (SC)";"Total";"Total";"85,63"
"4211454";"Nova Itaberaba (SC)";"Total";"Total";"49,81"
"4211504";"Nova Trento (SC)";"Total";"Total";"60,22"
"4211603";"Nova Veneza (SC)";"Total";"Total";"80,88"
"4211652";"Novo Horizonte (SC)";"Total";"Total";"31,74"
"4211702";"Orleans (SC)";"Total";"Total";"73,71"
"4211751";"Otacílio Costa (SC)";"Total";"Total";"90,79"
"4211801";"Ouro (SC)";"Total";"Total";"79,97"
"4211850";"Ouro Verde (SC)";"Total";"Total";"42,14"
"4211876";"Paial (SC)";"Total";"Total";"63,69"
"4211892";"Painel (SC)";"Total";"Total";"34,88"
"4211900";"Palhoça (SC)";"Total";"Total";"90,90"
"4212007";"Palma Sola (SC)";"Total";"Total";"66,52"
"4212056";"Palmeira (SC)";"Total";"Total";"36,68"
"4212106";"Palmitos (SC)";"Total";"Total";"73,14"
"4212205";"Papanduva (SC)";"Total";"Total";"53,23"
"4212239";"Paraíso (SC)";"Total";"Total";"43,31"
"4212254";"Passo de Torres (SC)";"Total";"Total";"33,46"
"4212270";"Passos Maia (SC)";"Total";"Total";"39,85"
"4212304";"Paulo Lopes (SC)";"Total";"Total";"62,90"
"4212403";"Pedras Grandes (SC)";"Total";"Total";"37,62"
"4212502";"Penha (SC)";"Total";"Total";"80,69"
"4212601";"Peritiba (SC)";"Total";"Total";"62,39"
"4212700";"Petrolândia (SC)";"Total";"Total";"33,46"
"4212809";"Balneário Piçarras (SC)";"Total";"Total";"81,96"
"4212908";"Pinhalzinho (SC)";"Total";"Total";"79,51"
"4213005";"Pinheiro Preto (SC)";"Total";"Total";"60,84"
"4213104";"Piratuba (SC)";"Total";"Total";"68,37"
"4213153";"Planalto Alegre (SC)";"Total";"Total";"61,32"
"4213203";"Pomerode (SC)";"Total";"Total";"76,44"
"4213302";"Ponte Alta (SC)";"Total";"Total";"77,59"
"4213351";"Ponte Alta do Norte (SC)";"Total";"Total";"89,00"
"4213401";"Ponte Serrada (SC)";"Total";"Total";"73,20"
"4213500";"Porto Belo (SC)";"Total";"Total";"82,95"
"4213609";"Porto União (SC)";"Total";"Total";"83,20"
"4213708";"Pouso Redondo (SC)";"Total";"Total";"45,25"
"4213807";"Praia Grande (SC)";"Total";"Total";"63,16"
"4213906";"Presidente Castello Branco (SC)";"Total";"Total";"44,67"
"4214003";"Presidente Getúlio (SC)";"Total";"Total";"72,18"
"4214102";"Presidente Nereu (SC)";"Total";"Total";"35,20"
"4214151";"Princesa (SC)";"Total";"Total";"70,78"
"4214201";"Quilombo (SC)";"Total";"Total";"56,12"
"4214300";"Rancho Queimado (SC)";"Total";"Total";"34,37"
"4214409";"Rio das Antas (SC)";"Total";"Total";"49,16"
"4214508";"Rio do Campo (SC)";"Total";"Total";"50,21"
"4214607";"Rio do Oeste (SC)";"Total";"Total";"48,07"
"4214706";"Rio dos Cedros (SC)";"Total";"Total";"45,71"
"4214805";"Rio do Sul (SC)";"Total";"Total";"89,49"
"4214904";"Rio Fortuna (SC)";"Total";"Total";"31,40"
"4215000";"Rio Negrinho (SC)";"Total";"Total";"93,28"
"4215059";"Rio Rufino (SC)";"Total";"Total";"45,75"
"4215075";"Riqueza (SC)";"Total";"Total";"70,17"
"4215109";"Rodeio (SC)";"Total";"Total";"54,83"
"4215208";"Romelândia (SC)";"Total";"Total";"52,60"
"4215307";"Salete (SC)";"Total";"Total";"62,37"
"4215356";"Saltinho (SC)";"Total";"Total";"47,97"
"4215406";"Salto Veloso (SC)";"Total";"Total";"80,70"
"4215455";"Sangão (SC)";"Total";"Total";"37,58"
"4215505";"Santa Cecília (SC)";"Total";"Total";"83,06"
"4215554";"Santa Helena (SC)";"Total";"Total";"65,65"
"4215604";"Santa Rosa de Lima (SC)";"Total";"Total";"26,62"
"4215653";"Santa Rosa do Sul (SC)";"Total";"Total";"50,00"
"4215679";"Santa Terezinha (SC)";"Total";"Total";"15,71"
"4215687";"Santa Terezinha do Progresso (SC)";"Total";"Total";"31,11"
"4215695";"Santiago do Sul (SC)";"Total";"Total";"80,74"
"4215703";"Santo Amaro da Imperatriz (SC)";"Total";"Total";"77,78"
"4215752";"São Bernardino (SC)";"Total";"Total";"18,40"
"4215802";"São Bento do Sul (SC)";"Total";"Total";"93,62"
"4215901";"São Bonifácio (SC)";"Total";"Total";"27,21"
"4216008";"São Carlos (SC)";"Total";"Total";"71,83"
"4216057";"São Cristóvão do Sul (SC)";"Total";"Total";"85,70"
"4216107";"São Domingos (SC)";"Total";"Total";"66,06"
"4216206";"São Francisco do Sul (SC)";"Total";"Total";"84,45"
"4216255";"São João do Oeste (SC)";"Total";"Total";"45,92"
"4216305";"São João Batista (SC)";"Total";"Total";"84,40"
"4216354";"São João do Itaperiú (SC)";"Total";"Total";"26,97"
"4216404";"São João do Sul (SC)";"Total";"Total";"21,84"
"4216503";"São Joaquim (SC)";"Total";"Total";"68,80"
"4216602";"São José (SC)";"Total";"Total";"97,59"
"4216701";"São José do Cedro (SC)";"Total";"Total";"83,29"
"4216800";"São José do Cerrito (SC)";"Total";"Total";"25,75"
"4216909";"São Lourenço do Oeste (SC)";"Total";"Total";"74,71"
"4217006";"São Ludgero (SC)";"Total";"Total";"79,67"
"4217105";"São Martinho (SC)";"Total";"Total";"34,59"
"4217154";"São Miguel da Boa Vista (SC)";"Total";"Total";"69,44"
"4217204";"São Miguel do Oeste (SC)";"Total";"Total";"81,29"
"4217253";"São Pedro de Alcântara (SC)";"Total";"Total";"58,68"
"4217303";"Saudades (SC)";"Total";"Total";"60,04"
"4217402";"Schroeder (SC)";"Total";"Total";"68,95"
"4217501";"Seara (SC)";"Total";"Total";"69,02"
"4217550";"Serra Alta (SC)";"Total";"Total";"74,47"
"4217600";"Siderópolis (SC)";"Total";"Total";"77,40"
"4217709";"Sombrio (SC)";"Total";"Total";"27,36"
"4217758";"Sul Brasil (SC)";"Total";"Total";"59,58"
"4217808";"Taió (SC)";"Total";"Total";"49,90"
"4217907";"Tangará (SC)";"Total";"Total";"61,28"
"4217956";"Tigrinhos (SC)";"Total";"Total";"81,48"
"4218004";"Tijucas (SC)";"Total";"Total";"94,32"
"4218103";"Timbé do Sul (SC)";"Total";"Total";"65,66"
"4218202";"Timbó (SC)";"Total";"Total";"84,97"
"4218251";"Timbó Grande (SC)";"Total";"Total";"62,47"
"4218301";"Três Barras (SC)";"Total";"Total";"83,82"
"4218350";"Treviso (SC)";"Total";"Total";"92,22"
"4218400";"Treze de Maio (SC)";"Total";"Total";"37,02"
"4218509";"Treze Tílias (SC)";"Total";"Total";"70,63"
"4218608";"Trombudo Central (SC)";"Total";"Total";"64,36"
"4218707";"Tubarão (SC)";"Total";"Total";"87,80"
"4218756";"Tunápolis (SC)";"Total";"Total";"62,32"
"4218806";"Turvo (SC)";"Total";"Total";"51,64"
"4218855";"União do Oeste (SC)";"Total";"Total";"48,75"
"4218905";"Urubici (SC)";"Total";"Total";"64,14"
"4218954";"Urupema (SC)";"Total";"Total";"47,04"
"4219002";"Urussanga (SC)";"Total";"Total";"80,28"
"4219101";"Vargeão (SC)";"Total";"Total";"53,36"
"4219150";"Vargem (SC)";"Total";"Total";"35,47"
"4219176";"Vargem Bonita (SC)";"Total";"Total";"69,58"
"4219200";"Vidal Ramos (SC)";"Total";"Total";"30,59"
"4219309";"Videira (SC)";"Total";"Total";"89,72"
"4219358";"Vitor Meireles (SC)";"Total";"Total";"39,39"
"4219408";"Witmarsum (SC)";"Total";"Total";"24,42"
"4219507";"Xanxerê (SC)";"Total";"Total";"56,06"
"4219606";"Xavantina (SC)";"Total";"Total";"48,09"
"4219705";"Xaxim (SC)";"Total";"Total";"77,61"
"4219853";"Zortéa (SC)";"Total";"Total";"80,10"
"4300034";"Aceguá (RS)";"Total";"Total";"27,63"
"4300059";"Água Santa (RS)";"Total";"Total";"47,73"
"4300109";"Agudo (RS)";"Total";"Total";"47,93"
"4300208";"Ajuricaba (RS)";"Total";"Total";"84,53"
"4300307";"Alecrim (RS)";"Total";"Total";"77,50"
"4300406";"Alegrete (RS)";"Total";"Total";"85,46"
"4300455";"Alegria (RS)";"Total";"Total";"77,26"
"4300471";"Almirante Tamandaré do Sul (RS)";"Total";"Total";"52,47"
"4300505";"Alpestre (RS)";"Total";"Total";"39,82"
"4300554";"Alto Alegre (RS)";"Total";"Total";"94,38"
"4300570";"Alto Feliz (RS)";"Total";"Total";"58,56"
"4300604";"Alvorada (RS)";"Total";"Total";"97,00"
"4300638";"Amaral Ferrador (RS)";"Total";"Total";"65,71"
"4300646";"Ametista do Sul (RS)";"Total";"Total";"63,49"
"4300661";"André da Rocha (RS)";"Total";"Total";"72,71"
"4300703";"Anta Gorda (RS)";"Total";"Total";"86,47"
"4300802";"Antônio Prado (RS)";"Total";"Total";"82,99"
"4300851";"Arambaré (RS)";"Total";"Total";"77,24"
"4300877";"Araricá (RS)";"Total";"Total";"1,13"
"4300901";"Aratiba (RS)";"Total";"Total";"63,91"
"4301008";"Arroio do Meio (RS)";"Total";"Total";"93,40"
"4301057";"Arroio do Sal (RS)";"Total";"Total";"44,99"
"4301073";"Arroio do Padre (RS)";"Total";"Total";"9,18"
"4301107";"Arroio dos Ratos (RS)";"Total";"Total";"94,05"
"4301206";"Arroio do Tigre (RS)";"Total";"Total";"73,50"
"4301305";"Arroio Grande (RS)";"Total";"Total";"85,94"
"4301404";"Arvorezinha (RS)";"Total";"Total";"69,20"
"4301503";"Augusto Pestana (RS)";"Total";"Total";"93,69"
"4301552";"Áurea (RS)";"Total";"Total";"35,88"
"4301602";"Bagé (RS)";"Total";"Total";"96,30"
"4301636";"Balneário Pinhal (RS)";"Total";"Total";"51,66"
"4301651";"Barão (RS)";"Total";"Total";"77,99"
"4301701";"Barão de Cotegipe (RS)";"Total";"Total";"70,18"
"4301750";"Barão do Triunfo (RS)";"Total";"Total";"10,07"
"4301800";"Barracão (RS)";"Total";"Total";"64,72"
"4301859";"Barra do Guarita (RS)";"Total";"Total";"77,07"
"4301875";"Barra do Quaraí (RS)";"Total";"Total";"67,66"
"4301909";"Barra do Ribeiro (RS)";"Total";"Total";"74,09"
"4301925";"Barra do Rio Azul (RS)";"Total";"Total";"28,06"
"4301958";"Barra Funda (RS)";"Total";"Total";"90,95"
"4302006";"Barros Cassal (RS)";"Total";"Total";"33,41"
