"Tabela 3218 - Domicílios particulares permanentes, por forma de abastecimento de água, segundo a existência de banheiro ou sanitário e esgotamento sanitário, o destino do lixo e a existência de energia elétrica"
"Variável - Domicílios particulares permanentes - percentual do total geral"
"Cód.";"Município";"Destino do lixo";"Existência de energia elétrica";"Ano x Forma de abastecimento de água x Existência de banheiro ou sanitário e esgotamento sanitário"
"Cód.";"Município";"Destino do lixo";"Existência de energia elétrica";"2010"
"Cód.";"Município";"Destino do lixo";"Existência de energia elétrica";"Total"
"Cód.";"Município";"Destino do lixo";"Existência de energia elétrica";"Tinham banheiro - de uso exclusivo do domicílio - rede geral de esgoto ou pluvial ou fossa séptica"
"2608453";"Lagoa do Carro (PE)";"Total";"Total";"10,16"
"2608503";"Lagoa de Itaenga (PE)";"Total";"Total";"14,54"
"2608602";"Lagoa do Ouro (PE)";"Total";"Total";"53,21"
"2608701";"Lagoa dos Gatos (PE)";"Total";"Total";"45,70"
"2608750";"Lagoa Grande (PE)";"Total";"Total";"40,12"
"2608800";"Lajedo (PE)";"Total";"Total";"63,82"
"2608909";"Limoeiro (PE)";"Total";"Total";"43,78"
"2609006";"Macaparana (PE)";"Total";"Total";"59,54"
"2609105";"Machados (PE)";"Total";"Total";"23,48"
"2609154";"Manari (PE)";"Total";"Total";"5,28"
"2609204";"Maraial (PE)";"Total";"Total";"20,15"
"2609303";"Mirandiba (PE)";"Total";"Total";"55,61"
"2609402";"Moreno (PE)";"Total";"Total";"52,35"
"2609501";"Nazaré da Mata (PE)";"Total";"Total";"77,51"
"2609600";"Olinda (PE)";"Total";"Total";"57,46"
"2609709";"Orobó (PE)";"Total";"Total";"20,44"
"2609808";"Orocó (PE)";"Total";"Total";"38,66"
"2609907";"Ouricuri (PE)";"Total";"Total";"58,89"
"2610004";"Palmares (PE)";"Total";"Total";"56,74"
"2610103";"Palmeirina (PE)";"Total";"Total";"53,69"
"2610202";"Panelas (PE)";"Total";"Total";"55,65"
"2610301";"Paranatama (PE)";"Total";"Total";"3,85"
"2610400";"Parnamirim (PE)";"Total";"Total";"35,64"
"2610509";"Passira (PE)";"Total";"Total";"13,37"
"2610608";"Paudalho (PE)";"Total";"Total";"31,78"
"2610707";"Paulista (PE)";"Total";"Total";"61,16"
"2610806";"Pedra (PE)";"Total";"Total";"43,22"
"2610905";"Pesqueira (PE)";"Total";"Total";"61,10"
"2611002";"Petrolândia (PE)";"Total";"Total";"69,10"
"2611101";"Petrolina (PE)";"Total";"Total";"72,90"
"2611200";"Poção (PE)";"Total";"Total";"38,24"
"2611309";"Pombos (PE)";"Total";"Total";"66,77"
"2611408";"Primavera (PE)";"Total";"Total";"43,79"
"2611507";"Quipapá (PE)";"Total";"Total";"49,09"
"2611533";"Quixaba (PE)";"Total";"Total";"27,72"
"2611606";"Recife (PE)";"Total";"Total";"69,52"
"2611705";"Riacho das Almas (PE)";"Total";"Total";"50,06"
"2611804";"Ribeirão (PE)";"Total";"Total";"66,23"
"2611903";"Rio Formoso (PE)";"Total";"Total";"34,53"
"2612000";"Sairé (PE)";"Total";"Total";"29,15"
"2612109";"Salgadinho (PE)";"Total";"Total";"10,14"
"2612208";"Salgueiro (PE)";"Total";"Total";"63,29"
"2612307";"Saloá (PE)";"Total";"Total";"36,18"
"2612406";"Sanharó (PE)";"Total";"Total";"51,99"
"2612455";"Santa Cruz (PE)";"Total";"Total";"26,98"
"2612471";"Santa Cruz da Baixa Verde (PE)";"Total";"Total";"42,67"
"2612505";"Santa Cruz do Capibaribe (PE)";"Total";"Total";"81,25"
"2612554";"Santa Filomena (PE)";"Total";"Total";"8,82"
"2612604";"Santa Maria da Boa Vista (PE)";"Total";"Total";"41,00"
"2612703";"Santa Maria do Cambucá (PE)";"Total";"Total";"22,69"
"2612802";"Santa Terezinha (PE)";"Total";"Total";"50,63"
"2612901";"São Benedito do Sul (PE)";"Total";"Total";"23,83"
"2613008";"São Bento do Una (PE)";"Total";"Total";"43,11"
"2613107";"São Caitano (PE)";"Total";"Total";"44,18"
"2613206";"São João (PE)";"Total";"Total";"25,36"
"2613305";"São Joaquim do Monte (PE)";"Total";"Total";"65,42"
"2613404";"São José da Coroa Grande (PE)";"Total";"Total";"5,15"
"2613503";"São José do Belmonte (PE)";"Total";"Total";"35,72"
"2613602";"São José do Egito (PE)";"Total";"Total";"63,64"
"2613701";"São Lourenço da Mata (PE)";"Total";"Total";"38,29"
"2613800";"São Vicente Férrer (PE)";"Total";"Total";"56,01"
"2613909";"Serra Talhada (PE)";"Total";"Total";"70,41"
"2614006";"Serrita (PE)";"Total";"Total";"35,65"
"2614105";"Sertânia (PE)";"Total";"Total";"58,00"
"2614204";"Sirinhaém (PE)";"Total";"Total";"33,56"
"2614303";"Moreilândia (PE)";"Total";"Total";"11,93"
"2614402";"Solidão (PE)";"Total";"Total";"35,60"
"2614501";"Surubim (PE)";"Total";"Total";"58,28"
"2614600";"Tabira (PE)";"Total";"Total";"71,21"
"2614709";"Tacaimbó (PE)";"Total";"Total";"49,33"
"2614808";"Tacaratu (PE)";"Total";"Total";"21,44"
"2614857";"Tamandaré (PE)";"Total";"Total";"19,28"
"2615003";"Taquaritinga do Norte (PE)";"Total";"Total";"40,17"
"2615102";"Terezinha (PE)";"Total";"Total";"52,50"
"2615201";"Terra Nova (PE)";"Total";"Total";"47,29"
"2615300";"Timbaúba (PE)";"Total";"Total";"62,11"
"2615409";"Toritama (PE)";"Total";"Total";"77,06"
"2615508";"Tracunhaém (PE)";"Total";"Total";"23,60"
"2615607";"Trindade (PE)";"Total";"Total";"42,50"
"2615706";"Triunfo (PE)";"Total";"Total";"21,70"
"2615805";"Tupanatinga (PE)";"Total";"Total";"31,51"
"2615904";"Tuparetama (PE)";"Total";"Total";"60,42"
"2616001";"Venturosa (PE)";"Total";"Total";"53,46"
"2616100";"Verdejante (PE)";"Total";"Total";"39,90"
"2616183";"Vertente do Lério (PE)";"Total";"Total";"14,46"
"2616209";"Vertentes (PE)";"Total";"Total";"37,23"
"2616308";"Vicência (PE)";"Total";"Total";"56,76"
"2616407";"Vitória de Santo Antão (PE)";"Total";"Total";"61,57"
"2616506";"Xexéu (PE)";"Total";"Total";"55,07"
"2700102";"Água Branca (AL)";"Total";"Total";"29,82"
"2700201";"Anadia (AL)";"Total";"Total";"17,68"
"2700300";"Arapiraca (AL)";"Total";"Total";"18,40"
"2700409";"Atalaia (AL)";"Total";"Total";"18,45"
"2700508";"Barra de Santo Antônio (AL)";"Total";"Total";"23,41"
"2700607";"Barra de São Miguel (AL)";"Total";"Total";"53,52"
"2700706";"Batalha (AL)";"Total";"Total";"20,42"
"2700805";"Belém (AL)";"Total";"Total";"17,11"
"2700904";"Belo Monte (AL)";"Total";"Total";"33,44"
"2701001";"Boca da Mata (AL)";"Total";"Total";"61,71"
"2701100";"Branquinha (AL)";"Total";"Total";"36,04"
"2701209";"Cacimbinhas (AL)";"Total";"Total";"0,14"
"2701308";"Cajueiro (AL)";"Total";"Total";"9,47"
"2701357";"Campestre (AL)";"Total";"Total";"55,04"
"2701407";"Campo Alegre (AL)";"Total";"Total";"21,70"
"2701506";"Campo Grande (AL)";"Total";"Total";"7,48"
"2701605";"Canapi (AL)";"Total";"Total";"5,82"
"2701704";"Capela (AL)";"Total";"Total";"55,28"
"2701803";"Carneiros (AL)";"Total";"Total";"0,20"
"2701902";"Chã Preta (AL)";"Total";"Total";"6,06"
"2702009";"Coité do Nóia (AL)";"Total";"Total";"1,24"
"2702108";"Colônia Leopoldina (AL)";"Total";"Total";"64,56"
"2702207";"Coqueiro Seco (AL)";"Total";"Total";"14,03"
"2702306";"Coruripe (AL)";"Total";"Total";"16,44"
"2702355";"Craíbas (AL)";"Total";"Total";"6,28"
"2702405";"Delmiro Gouveia (AL)";"Total";"Total";"72,21"
"2702504";"Dois Riachos (AL)";"Total";"Total";"0,78"
"2702553";"Estrela de Alagoas (AL)";"Total";"Total";"5,29"
"2702603";"Feira Grande (AL)";"Total";"Total";"7,63"
"2702702";"Feliz Deserto (AL)";"Total";"Total";"1,33"
"2702801";"Flexeiras (AL)";"Total";"Total";"54,01"
"2702900";"Girau do Ponciano (AL)";"Total";"Total";"2,38"
"2703007";"Ibateguara (AL)";"Total";"Total";"57,41"
"2703106";"Igaci (AL)";"Total";"Total";"4,99"
"2703205";"Igreja Nova (AL)";"Total";"Total";"6,49"
"2703304";"Inhapi (AL)";"Total";"Total";"12,34"
"2703403";"Jacaré dos Homens (AL)";"Total";"Total";"6,44"
"2703502";"Jacuípe (AL)";"Total";"Total";"26,42"
"2703601";"Japaratinga (AL)";"Total";"Total";"11,99"
"2703700";"Jaramataia (AL)";"Total";"Total";"0,86"
"2703759";"Jequiá da Praia (AL)";"Total";"Total";"2,02"
"2703809";"Joaquim Gomes (AL)";"Total";"Total";"15,52"
"2703908";"Jundiá (AL)";"Total";"Total";"2,49"
"2704005";"Junqueiro (AL)";"Total";"Total";"1,07"
"2704104";"Lagoa da Canoa (AL)";"Total";"Total";"3,80"
"2704203";"Limoeiro de Anadia (AL)";"Total";"Total";"11,12"
"2704302";"Maceió (AL)";"Total";"Total";"47,92"
"2704401";"Major Isidoro (AL)";"Total";"Total";"20,63"
"2704500";"Maragogi (AL)";"Total";"Total";"37,22"
"2704609";"Maravilha (AL)";"Total";"Total";"13,57"
"2704708";"Marechal Deodoro (AL)";"Total";"Total";"27,85"
"2704807";"Maribondo (AL)";"Total";"Total";"57,05"
"2704906";"Mar Vermelho (AL)";"Total";"Total";"15,99"
"2705002";"Mata Grande (AL)";"Total";"Total";"19,54"
"2705101";"Matriz de Camaragibe (AL)";"Total";"Total";"9,56"
"2705200";"Messias (AL)";"Total";"Total";"31,49"
"2705309";"Minador do Negrão (AL)";"Total";"Total";"0,41"
"2705408";"Monteirópolis (AL)";"Total";"Total";"0,59"
"2705507";"Murici (AL)";"Total";"Total";"62,90"
"2705606";"Novo Lino (AL)";"Total";"Total";"33,42"
"2705705";"Olho d'Água das Flores (AL)";"Total";"Total";"2,21"
"2705804";"Olho d'Água do Casado (AL)";"Total";"Total";"12,44"
"2705903";"Olho d'Água Grande (AL)";"Total";"Total";"0,69"
"2706000";"Olivença (AL)";"Total";"Total";"0,76"
"2706109";"Ouro Branco (AL)";"Total";"Total";"2,41"
"2706208";"Palestina (AL)";"Total";"Total";"5,35"
"2706307";"Palmeira dos Índios (AL)";"Total";"Total";"12,77"
"2706406";"Pão de Açúcar (AL)";"Total";"Total";"19,03"
"2706422";"Pariconha (AL)";"Total";"Total";"3,70"
"2706448";"Paripueira (AL)";"Total";"Total";"12,58"
"2706505";"Passo de Camaragibe (AL)";"Total";"Total";"3,08"
"2706604";"Paulo Jacinto (AL)";"Total";"Total";"11,27"
"2706703";"Penedo (AL)";"Total";"Total";"30,45"
"2706802";"Piaçabuçu (AL)";"Total";"Total";"39,08"
"2706901";"Pilar (AL)";"Total";"Total";"26,28"
"2707008";"Pindoba (AL)";"Total";"Total";"0,27"
"2707107";"Piranhas (AL)";"Total";"Total";"50,83"
"2707206";"Poço das Trincheiras (AL)";"Total";"Total";"2,70"
"2707305";"Porto Calvo (AL)";"Total";"Total";"16,04"
"2707404";"Porto de Pedras (AL)";"Total";"Total";"4,31"
"2707503";"Porto Real do Colégio (AL)";"Total";"Total";"37,90"
"2707602";"Quebrangulo (AL)";"Total";"Total";"12,26"
"2707701";"Rio Largo (AL)";"Total";"Total";"34,02"
"2707800";"Roteiro (AL)";"Total";"Total";"6,66"
"2707909";"Santa Luzia do Norte (AL)";"Total";"Total";"3,15"
"2708006";"Santana do Ipanema (AL)";"Total";"Total";"6,14"
"2708105";"Santana do Mundaú (AL)";"Total";"Total";"7,05"
"2708204";"São Brás (AL)";"Total";"Total";"14,32"
"2708303";"São José da Laje (AL)";"Total";"Total";"65,70"
"2708402";"São José da Tapera (AL)";"Total";"Total";"4,52"
"2708501";"São Luís do Quitunde (AL)";"Total";"Total";"12,69"
"2708600";"São Miguel dos Campos (AL)";"Total";"Total";"62,88"
"2708709";"São Miguel dos Milagres (AL)";"Total";"Total";"7,47"
"2708808";"São Sebastião (AL)";"Total";"Total";"1,82"
"2708907";"Satuba (AL)";"Total";"Total";"72,06"
"2708956";"Senador Rui Palmeira (AL)";"Total";"Total";"5,96"
"2709004";"Tanque d'Arca (AL)";"Total";"Total";"2,73"
"2709103";"Taquarana (AL)";"Total";"Total";"8,39"
"2709152";"Teotônio Vilela (AL)";"Total";"Total";"44,88"
"2709202";"Traipu (AL)";"Total";"Total";"9,28"
"2709301";"União dos Palmares (AL)";"Total";"Total";"64,66"
"2709400";"Viçosa (AL)";"Total";"Total";"31,64"
"2800100";"Amparo do São Francisco (SE)";"Total";"Total";"18,48"
"2800209";"Aquidabã (SE)";"Total";"Total";"36,90"
"2800308";"Aracaju (SE)";"Total";"Total";"87,08"
"2800407";"Arauá (SE)";"Total";"Total";"11,96"
"2800506";"Areia Branca (SE)";"Total";"Total";"8,90"
"2800605";"Barra dos Coqueiros (SE)";"Total";"Total";"63,42"
"2800670";"Boquim (SE)";"Total";"Total";"0,86"
"2800704";"Brejo Grande (SE)";"Total";"Total";"1,23"
"2801009";"Campo do Brito (SE)";"Total";"Total";"15,10"
"2801108";"Canhoba (SE)";"Total";"Total";"4,12"
"2801207";"Canindé de São Francisco (SE)";"Total";"Total";"44,73"
"2801306";"Capela (SE)";"Total";"Total";"14,08"
"2801405";"Carira (SE)";"Total";"Total";"13,19"
"2801504";"Carmópolis (SE)";"Total";"Total";"81,85"
"2801603";"Cedro de São João (SE)";"Total";"Total";"40,33"
"2801702";"Cristinápolis (SE)";"Total";"Total";"1,89"
"2801900";"Cumbe (SE)";"Total";"Total";"11,47"
"2802007";"Divina Pastora (SE)";"Total";"Total";"11,27"
"2802106";"Estância (SE)";"Total";"Total";"17,18"
"2802205";"Feira Nova (SE)";"Total";"Total";"21,71"
"2802304";"Frei Paulo (SE)";"Total";"Total";"9,01"
"2802403";"Gararu (SE)";"Total";"Total";"27,71"
"2802502";"General Maynard (SE)";"Total";"Total";"37,64"
"2802601";"Graccho Cardoso (SE)";"Total";"Total";"23,37"
"2802700";"Ilha das Flores (SE)";"Total";"Total";"11,99"
"2802809";"Indiaroba (SE)";"Total";"Total";"2,09"
"2802908";"Itabaiana (SE)";"Total";"Total";"58,96"
"2803005";"Itabaianinha (SE)";"Total";"Total";"39,79"
"2803104";"Itabi (SE)";"Total";"Total";"25,93"
"2803203";"Itaporanga d'Ajuda (SE)";"Total";"Total";"22,92"
"2803302";"Japaratuba (SE)";"Total";"Total";"8,10"
"2803401";"Japoatã (SE)";"Total";"Total";"2,50"
"2803500";"Lagarto (SE)";"Total";"Total";"27,72"
"2803609";"Laranjeiras (SE)";"Total";"Total";"34,66"
"2803708";"Macambira (SE)";"Total";"Total";"36,85"
"2803807";"Malhada dos Bois (SE)";"Total";"Total";"10,55"
"2803906";"Malhador (SE)";"Total";"Total";"4,16"
"2804003";"Maruim (SE)";"Total";"Total";"57,86"
"2804102";"Moita Bonita (SE)";"Total";"Total";"27,36"
"2804201";"Monte Alegre de Sergipe (SE)";"Total";"Total";"45,76"
"2804300";"Muribeca (SE)";"Total";"Total";"14,91"
"2804409";"Neópolis (SE)";"Total";"Total";"22,61"
"2804458";"Nossa Senhora Aparecida (SE)";"Total";"Total";"41,40"
"2804508";"Nossa Senhora da Glória (SE)";"Total";"Total";"34,47"
"2804607";"Nossa Senhora das Dores (SE)";"Total";"Total";"7,66"
"2804706";"Nossa Senhora de Lourdes (SE)";"Total";"Total";"14,36"
"2804805";"Nossa Senhora do Socorro (SE)";"Total";"Total";"61,33"
"2804904";"Pacatuba (SE)";"Total";"Total";"6,94"
"2805000";"Pedra Mole (SE)";"Total";"Total";"48,16"
"2805109";"Pedrinhas (SE)";"Total";"Total";"11,65"
"2805208";"Pinhão (SE)";"Total";"Total";"39,11"
"2805307";"Pirambu (SE)";"Total";"Total";"14,52"
"2805406";"Poço Redondo (SE)";"Total";"Total";"40,31"
"2805505";"Poço Verde (SE)";"Total";"Total";"44,73"
"2805604";"Porto da Folha (SE)";"Total";"Total";"37,63"
"2805703";"Propriá (SE)";"Total";"Total";"73,25"
"2805802";"Riachão do Dantas (SE)";"Total";"Total";"3,95"
"2805901";"Riachuelo (SE)";"Total";"Total";"53,80"
"2806008";"Ribeirópolis (SE)";"Total";"Total";"56,46"
"2806107";"Rosário do Catete (SE)";"Total";"Total";"40,62"
"2806206";"Salgado (SE)";"Total";"Total";"1,99"
"2806305";"Santa Luzia do Itanhy (SE)";"Total";"Total";"13,63"
"2806404";"Santana do São Francisco (SE)";"Total";"Total";"53,73"
"2806503";"Santa Rosa de Lima (SE)";"Total";"Total";"13,13"
"2806602";"Santo Amaro das Brotas (SE)";"Total";"Total";"7,93"
"2806701";"São Cristóvão (SE)";"Total";"Total";"38,35"
"2806800";"São Domingos (SE)";"Total";"Total";"1,32"
"2806909";"São Francisco (SE)";"Total";"Total";"6,78"
"2807006";"São Miguel do Aleixo (SE)";"Total";"Total";"38,10"
"2807105";"Simão Dias (SE)";"Total";"Total";"48,59"
"2807204";"Siriri (SE)";"Total";"Total";"28,03"
"2807303";"Telha (SE)";"Total";"Total";"68,10"
"2807402";"Tobias Barreto (SE)";"Total";"Total";"63,60"
"2807501";"Tomar do Geru (SE)";"Total";"Total";"4,62"
"2807600";"Umbaúba (SE)";"Total";"Total";"1,01"
"2900108";"Abaíra (BA)";"Total";"Total";"12,98"
"2900207";"Abaré (BA)";"Total";"Total";"45,97"
"2900306";"Acajutiba (BA)";"Total";"Total";"8,38"
"2900355";"Adustina (BA)";"Total";"Total";"24,75"
"2900405";"Água Fria (BA)";"Total";"Total";"2,44"
"2900504";"Érico Cardoso (BA)";"Total";"Total";"0,64"
"2900603";"Aiquara (BA)";"Total";"Total";"60,63"
"2900702";"Alagoinhas (BA)";"Total";"Total";"55,36"
"2900801";"Alcobaça (BA)";"Total";"Total";"31,05"
"2900900";"Almadina (BA)";"Total";"Total";"69,40"
"2901007";"Amargosa (BA)";"Total";"Total";"21,54"
"2901106";"Amélia Rodrigues (BA)";"Total";"Total";"10,00"
"2901155";"América Dourada (BA)";"Total";"Total";"2,50"
"2901205";"Anagé (BA)";"Total";"Total";"17,49"
"2901304";"Andaraí (BA)";"Total";"Total";"13,64"
"2901353";"Andorinha (BA)";"Total";"Total";"35,68"
"2901403";"Angical (BA)";"Total";"Total";"19,12"
"2901502";"Anguera (BA)";"Total";"Total";"24,91"
"2901601";"Antas (BA)";"Total";"Total";"51,75"
"2901700";"Antônio Cardoso (BA)";"Total";"Total";"12,66"
"2901809";"Antônio Gonçalves (BA)";"Total";"Total";"12,84"
"2901908";"Aporá (BA)";"Total";"Total";"1,06"
"2901957";"Apuarema (BA)";"Total";"Total";"40,95"
"2902005";"Aracatu (BA)";"Total";"Total";"1,26"
"2902054";"Araçás (BA)";"Total";"Total";"2,66"
"2902104";"Araci (BA)";"Total";"Total";"32,96"
"2902203";"Aramari (BA)";"Total";"Total";"8,37"
"2902252";"Arataca (BA)";"Total";"Total";"15,81"
"2902302";"Aratuípe (BA)";"Total";"Total";"21,35"
"2902401";"Aurelino Leal (BA)";"Total";"Total";"48,89"
"2902500";"Baianópolis (BA)";"Total";"Total";"10,62"
"2902609";"Baixa Grande (BA)";"Total";"Total";"35,20"
"2902658";"Banzaê (BA)";"Total";"Total";"18,71"
"2902708";"Barra (BA)";"Total";"Total";"17,43"
"2902807";"Barra da Estiva (BA)";"Total";"Total";"50,20"
"2902906";"Barra do Choça (BA)";"Total";"Total";"28,87"
"2903003";"Barra do Mendes (BA)";"Total";"Total";"2,31"
"2903102";"Barra do Rocha (BA)";"Total";"Total";"52,50"
"2903201";"Barreiras (BA)";"Total";"Total";"34,47"
"2903235";"Barro Alto (BA)";"Total";"Total";"7,09"
"2903276";"Barrocas (BA)";"Total";"Total";"26,92"
"2903300";"Barro Preto (BA)";"Total";"Total";"69,89"
"2903409";"Belmonte (BA)";"Total";"Total";"55,53"
"2903508";"Belo Campo (BA)";"Total";"Total";"1,97"
"2903607";"Biritinga (BA)";"Total";"Total";"16,48"
"2903706";"Boa Nova (BA)";"Total";"Total";"33,36"
"2903805";"Boa Vista do Tupim (BA)";"Total";"Total";"5,23"
"2903904";"Bom Jesus da Lapa (BA)";"Total";"Total";"36,75"
"2903953";"Bom Jesus da Serra (BA)";"Total";"Total";"1,07"
"2904001";"Boninal (BA)";"Total";"Total";"15,68"
"2904050";"Bonito (BA)";"Total";"Total";"6,16"
"2904100";"Boquira (BA)";"Total";"Total";"3,31"
"2904209";"Botuporã (BA)";"Total";"Total";"32,64"
"2904308";"Brejões (BA)";"Total";"Total";"31,16"
"2904407";"Brejolândia (BA)";"Total";"Total";"1,08"
"2904506";"Brotas de Macaúbas (BA)";"Total";"Total";"21,35"
"2904605";"Brumado (BA)";"Total";"Total";"62,85"
"2904704";"Buerarema (BA)";"Total";"Total";"61,81"
"2904753";"Buritirama (BA)";"Total";"Total";"3,07"
"2904803";"Caatiba (BA)";"Total";"Total";"58,93"
"2904852";"Cabaceiras do Paraguaçu (BA)";"Total";"Total";"6,12"
"2904902";"Cachoeira (BA)";"Total";"Total";"49,33"
"2905008";"Caculé (BA)";"Total";"Total";"18,50"
"2905107";"Caém (BA)";"Total";"Total";"8,23"
"2905156";"Caetanos (BA)";"Total";"Total";"10,12"
"2905206";"Caetité (BA)";"Total";"Total";"34,61"
"2905305";"Cafarnaum (BA)";"Total";"Total";"4,60"
"2905404";"Cairu (BA)";"Total";"Total";"45,15"
"2905503";"Caldeirão Grande (BA)";"Total";"Total";"7,43"
"2905602";"Camacan (BA)";"Total";"Total";"70,64"
"2905701";"Camaçari (BA)";"Total";"Total";"63,75"
"2905800";"Camamu (BA)";"Total";"Total";"32,35"
"2905909";"Campo Alegre de Lourdes (BA)";"Total";"Total";"4,99"
"2906006";"Campo Formoso (BA)";"Total";"Total";"11,85"
"2906105";"Canápolis (BA)";"Total";"Total";"19,65"
"2906204";"Canarana (BA)";"Total";"Total";"1,54"
"2906303";"Canavieiras (BA)";"Total";"Total";"53,99"
"2906402";"Candeal (BA)";"Total";"Total";"0,67"
"2906501";"Candeias (BA)";"Total";"Total";"72,85"
"2906600";"Candiba (BA)";"Total";"Total";"1,06"
"2906709";"Cândido Sales (BA)";"Total";"Total";"7,71"
"2906808";"Cansanção (BA)";"Total";"Total";"31,91"
"2906824";"Canudos (BA)";"Total";"Total";"17,35"
"2906857";"Capela do Alto Alegre (BA)";"Total";"Total";"32,28"
"2906873";"Capim Grosso (BA)";"Total";"Total";"11,17"
"2906899";"Caraíbas (BA)";"Total";"Total";"3,99"
"2906907";"Caravelas (BA)";"Total";"Total";"23,92"
"2907004";"Cardeal da Silva (BA)";"Total";"Total";"12,08"
"2907103";"Carinhanha (BA)";"Total";"Total";"6,06"
"2907202";"Casa Nova (BA)";"Total";"Total";"37,77"
"2907301";"Castro Alves (BA)";"Total";"Total";"55,84"
"2907400";"Catolândia (BA)";"Total";"Total";"10,41"
"2907509";"Catu (BA)";"Total";"Total";"70,08"
"2907558";"Caturama (BA)";"Total";"Total";"16,80"
"2907608";"Central (BA)";"Total";"Total";"9,90"
"2907707";"Chorrochó (BA)";"Total";"Total";"28,33"
"2907806";"Cícero Dantas (BA)";"Total";"Total";"42,53"
"2907905";"Cipó (BA)";"Total";"Total";"6,24"
"2908002";"Coaraci (BA)";"Total";"Total";"79,97"
"2908101";"Cocos (BA)";"Total";"Total";"3,21"
"2908200";"Conceição da Feira (BA)";"Total";"Total";"5,76"
"2908309";"Conceição do Almeida (BA)";"Total";"Total";"28,70"
"2908408";"Conceição do Coité (BA)";"Total";"Total";"30,16"
"2908507";"Conceição do Jacuípe (BA)";"Total";"Total";"6,67"
"2908606";"Conde (BA)";"Total";"Total";"12,41"
"2908705";"Condeúba (BA)";"Total";"Total";"8,62"
"2908804";"Contendas do Sincorá (BA)";"Total";"Total";"11,35"
"2908903";"Coração de Maria (BA)";"Total";"Total";"3,90"
"2909000";"Cordeiros (BA)";"Total";"Total";"0,50"
"2909109";"Coribe (BA)";"Total";"Total";"2,89"
"2909208";"Coronel João Sá (BA)";"Total";"Total";"29,95"
"2909307";"Correntina (BA)";"Total";"Total";"17,16"
"2909406";"Cotegipe (BA)";"Total";"Total";"5,72"
"2909505";"Cravolândia (BA)";"Total";"Total";"59,08"
"2909604";"Crisópolis (BA)";"Total";"Total";"6,41"
"2909703";"Cristópolis (BA)";"Total";"Total";"19,58"
"2909802";"Cruz das Almas (BA)";"Total";"Total";"17,58"
"2909901";"Curaçá (BA)";"Total";"Total";"36,99"
"2910008";"Dário Meira (BA)";"Total";"Total";"44,57"
"2910057";"Dias d'Ávila (BA)";"Total";"Total";"59,28"
"2910107";"Dom Basílio (BA)";"Total";"Total";"0,44"
"2910206";"Dom Macedo Costa (BA)";"Total";"Total";"6,79"
"2910305";"Elísio Medrado (BA)";"Total";"Total";"0,78"
"2910404";"Encruzilhada (BA)";"Total";"Total";"19,91"
"2910503";"Entre Rios (BA)";"Total";"Total";"10,92"
"2910602";"Esplanada (BA)";"Total";"Total";"13,97"
"2910701";"Euclides da Cunha (BA)";"Total";"Total";"11,36"
"2910727";"Eunápolis (BA)";"Total";"Total";"37,77"
"2910750";"Fátima (BA)";"Total";"Total";"44,90"
"2910776";"Feira da Mata (BA)";"Total";"Total";"2,30"
"2910800";"Feira de Santana (BA)";"Total";"Total";"59,34"
"2910859";"Filadélfia (BA)";"Total";"Total";"9,19"
"2910909";"Firmino Alves (BA)";"Total";"Total";"69,85"
"2911006";"Floresta Azul (BA)";"Total";"Total";"66,57"
"2911105";"Formosa do Rio Preto (BA)";"Total";"Total";"3,31"
"2911204";"Gandu (BA)";"Total";"Total";"53,53"
"2911253";"Gavião (BA)";"Total";"Total";"14,69"
"2911303";"Gentio do Ouro (BA)";"Total";"Total";"2,59"
"2911402";"Glória (BA)";"Total";"Total";"19,10"
"2911501";"Gongogi (BA)";"Total";"Total";"53,55"
"2911600";"Governador Mangabeira (BA)";"Total";"Total";"7,37"
"2911659";"Guajeru (BA)";"Total";"Total";"0,94"
"2911709";"Guanambi (BA)";"Total";"Total";"52,52"
