"Tabela 3218 - Domicílios particulares permanentes, por forma de abastecimento de água, segundo a existência de banheiro ou sanitário e esgotamento sanitário, o destino do lixo e a existência de energia elétrica"
"Variável - Domicílios particulares permanentes - percentual do total geral"
"Cód.";"Município";"Destino do lixo";"Existência de energia elétrica";"Ano x Forma de abastecimento de água x Existência de banheiro ou sanitário e esgotamento sanitário"
"Cód.";"Município";"Destino do lixo";"Existência de energia elétrica";"2010"
"Cód.";"Município";"Destino do lixo";"Existência de energia elétrica";"Total"
"Cód.";"Município";"Destino do lixo";"Existência de energia elétrica";"Tinham banheiro - de uso exclusivo do domicílio - rede geral de esgoto ou pluvial ou fossa séptica"
"3203056";"Jaguaré (ES)";"Total";"Total";"60,03"
"3203106";"Jerônimo Monteiro (ES)";"Total";"Total";"76,71"
"3203130";"João Neiva (ES)";"Total";"Total";"81,03"
"3203163";"Laranja da Terra (ES)";"Total";"Total";"52,14"
"3203205";"Linhares (ES)";"Total";"Total";"67,20"
"3203304";"Mantenópolis (ES)";"Total";"Total";"60,91"
"3203320";"Marataízes (ES)";"Total";"Total";"53,32"
"3203346";"Marechal Floriano (ES)";"Total";"Total";"30,67"
"3203353";"Marilândia (ES)";"Total";"Total";"58,70"
"3203403";"Mimoso do Sul (ES)";"Total";"Total";"50,80"
"3203502";"Montanha (ES)";"Total";"Total";"74,53"
"3203601";"Mucurici (ES)";"Total";"Total";"61,85"
"3203700";"Muniz Freire (ES)";"Total";"Total";"44,18"
"3203809";"Muqui (ES)";"Total";"Total";"59,72"
"3203908";"Nova Venécia (ES)";"Total";"Total";"64,90"
"3204005";"Pancas (ES)";"Total";"Total";"47,76"
"3204054";"Pedro Canário (ES)";"Total";"Total";"51,72"
"3204104";"Pinheiros (ES)";"Total";"Total";"73,94"
"3204203";"Piúma (ES)";"Total";"Total";"67,22"
"3204252";"Ponto Belo (ES)";"Total";"Total";"70,46"
"3204302";"Presidente Kennedy (ES)";"Total";"Total";"37,90"
"3204351";"Rio Bananal (ES)";"Total";"Total";"34,26"
"3204401";"Rio Novo do Sul (ES)";"Total";"Total";"46,98"
"3204500";"Santa Leopoldina (ES)";"Total";"Total";"24,81"
"3204559";"Santa Maria de Jetibá (ES)";"Total";"Total";"45,04"
"3204609";"Santa Teresa (ES)";"Total";"Total";"64,17"
"3204658";"São Domingos do Norte (ES)";"Total";"Total";"46,86"
"3204708";"São Gabriel da Palha (ES)";"Total";"Total";"69,83"
"3204807";"São José do Calçado (ES)";"Total";"Total";"67,61"
"3204906";"São Mateus (ES)";"Total";"Total";"61,65"
"3204955";"São Roque do Canaã (ES)";"Total";"Total";"41,71"
"3205002";"Serra (ES)";"Total";"Total";"84,76"
"3205010";"Sooretama (ES)";"Total";"Total";"45,45"
"3205036";"Vargem Alta (ES)";"Total";"Total";"27,44"
"3205069";"Venda Nova do Imigrante (ES)";"Total";"Total";"87,64"
"3205101";"Viana (ES)";"Total";"Total";"70,25"
"3205150";"Vila Pavão (ES)";"Total";"Total";"30,14"
"3205176";"Vila Valério (ES)";"Total";"Total";"34,66"
"3205200";"Vila Velha (ES)";"Total";"Total";"85,74"
"3205309";"Vitória (ES)";"Total";"Total";"97,21"
"3300100";"Angra dos Reis (RJ)";"Total";"Total";"84,99"
"3300159";"Aperibé (RJ)";"Total";"Total";"78,59"
"3300209";"Araruama (RJ)";"Total";"Total";"64,62"
"3300225";"Areal (RJ)";"Total";"Total";"45,69"
"3300233";"Armação dos Búzios (RJ)";"Total";"Total";"88,72"
"3300258";"Arraial do Cabo (RJ)";"Total";"Total";"91,45"
"3300308";"Barra do Piraí (RJ)";"Total";"Total";"77,78"
"3300407";"Barra Mansa (RJ)";"Total";"Total";"81,94"
"3300456";"Belford Roxo (RJ)";"Total";"Total";"81,48"
"3300506";"Bom Jardim (RJ)";"Total";"Total";"54,20"
"3300605";"Bom Jesus do Itabapoana (RJ)";"Total";"Total";"81,32"
"3300704";"Cabo Frio (RJ)";"Total";"Total";"82,28"
"3300803";"Cachoeiras de Macacu (RJ)";"Total";"Total";"66,05"
"3300902";"Cambuci (RJ)";"Total";"Total";"59,48"
"3300936";"Carapebus (RJ)";"Total";"Total";"77,84"
"3300951";"Comendador Levy Gasparian (RJ)";"Total";"Total";"79,88"
"3301009";"Campos dos Goytacazes (RJ)";"Total";"Total";"57,95"
"3301108";"Cantagalo (RJ)";"Total";"Total";"72,27"
"3301157";"Cardoso Moreira (RJ)";"Total";"Total";"60,20"
"3301207";"Carmo (RJ)";"Total";"Total";"71,96"
"3301306";"Casimiro de Abreu (RJ)";"Total";"Total";"75,23"
"3301405";"Conceição de Macabu (RJ)";"Total";"Total";"64,83"
"3301504";"Cordeiro (RJ)";"Total";"Total";"83,93"
"3301603";"Duas Barras (RJ)";"Total";"Total";"48,83"
"3301702";"Duque de Caxias (RJ)";"Total";"Total";"85,45"
"3301801";"Engenheiro Paulo de Frontin (RJ)";"Total";"Total";"62,27"
"3301850";"Guapimirim (RJ)";"Total";"Total";"69,09"
"3301876";"Iguaba Grande (RJ)";"Total";"Total";"86,98"
"3301900";"Itaboraí (RJ)";"Total";"Total";"65,40"
"3302007";"Itaguaí (RJ)";"Total";"Total";"77,33"
"3302056";"Italva (RJ)";"Total";"Total";"72,81"
"3302106";"Itaocara (RJ)";"Total";"Total";"72,01"
"3302205";"Itaperuna (RJ)";"Total";"Total";"88,07"
"3302254";"Itatiaia (RJ)";"Total";"Total";"88,18"
"3302270";"Japeri (RJ)";"Total";"Total";"68,61"
"3302304";"Laje do Muriaé (RJ)";"Total";"Total";"69,10"
"3302403";"Macaé (RJ)";"Total";"Total";"81,84"
"3302452";"Macuco (RJ)";"Total";"Total";"97,34"
"3302502";"Magé (RJ)";"Total";"Total";"63,47"
"3302601";"Mangaratiba (RJ)";"Total";"Total";"77,13"
"3302700";"Maricá (RJ)";"Total";"Total";"64,03"
"3302809";"Mendes (RJ)";"Total";"Total";"61,86"
"3302858";"Mesquita (RJ)";"Total";"Total";"93,23"
"3302908";"Miguel Pereira (RJ)";"Total";"Total";"69,86"
"3303005";"Miracema (RJ)";"Total";"Total";"87,23"
"3303104";"Natividade (RJ)";"Total";"Total";"76,39"
"3303203";"Nilópolis (RJ)";"Total";"Total";"98,20"
"3303302";"Niterói (RJ)";"Total";"Total";"91,54"
"3303401";"Nova Friburgo (RJ)";"Total";"Total";"83,15"
"3303500";"Nova Iguaçu (RJ)";"Total";"Total";"83,28"
"3303609";"Paracambi (RJ)";"Total";"Total";"82,89"
"3303708";"Paraíba do Sul (RJ)";"Total";"Total";"82,33"
"3303807";"Paraty (RJ)";"Total";"Total";"56,08"
"3303856";"Paty do Alferes (RJ)";"Total";"Total";"57,49"
"3303906";"Petrópolis (RJ)";"Total";"Total";"82,66"
"3303955";"Pinheiral (RJ)";"Total";"Total";"91,63"
"3304003";"Piraí (RJ)";"Total";"Total";"80,26"
"3304102";"Porciúncula (RJ)";"Total";"Total";"75,28"
"3304110";"Porto Real (RJ)";"Total";"Total";"92,60"
"3304128";"Quatis (RJ)";"Total";"Total";"82,82"
"3304144";"Queimados (RJ)";"Total";"Total";"83,91"
"3304151";"Quissamã (RJ)";"Total";"Total";"85,13"
"3304201";"Resende (RJ)";"Total";"Total";"94,60"
"3304300";"Rio Bonito (RJ)";"Total";"Total";"75,93"
"3304409";"Rio Claro (RJ)";"Total";"Total";"65,19"
"3304508";"Rio das Flores (RJ)";"Total";"Total";"69,78"
"3304524";"Rio das Ostras (RJ)";"Total";"Total";"85,58"
"3304557";"Rio de Janeiro (RJ)";"Total";"Total";"93,90"
"3304607";"Santa Maria Madalena (RJ)";"Total";"Total";"54,36"
"3304706";"Santo Antônio de Pádua (RJ)";"Total";"Total";"82,07"
"3304755";"São Francisco de Itabapoana (RJ)";"Total";"Total";"13,03"
"3304805";"São Fidélis (RJ)";"Total";"Total";"75,13"
"3304904";"São Gonçalo (RJ)";"Total";"Total";"81,64"
"3305000";"São João da Barra (RJ)";"Total";"Total";"36,48"
"3305109";"São João de Meriti (RJ)";"Total";"Total";"93,77"
"3305133";"São José de Ubá (RJ)";"Total";"Total";"65,08"
"3305158";"São José do Vale do Rio Preto (RJ)";"Total";"Total";"40,15"
"3305208";"São Pedro da Aldeia (RJ)";"Total";"Total";"80,90"
"3305307";"São Sebastião do Alto (RJ)";"Total";"Total";"48,75"
"3305406";"Sapucaia (RJ)";"Total";"Total";"67,94"
"3305505";"Saquarema (RJ)";"Total";"Total";"55,33"
"3305554";"Seropédica (RJ)";"Total";"Total";"65,08"
"3305604";"Silva Jardim (RJ)";"Total";"Total";"61,02"
"3305703";"Sumidouro (RJ)";"Total";"Total";"29,77"
"3305752";"Tanguá (RJ)";"Total";"Total";"58,48"
"3305802";"Teresópolis (RJ)";"Total";"Total";"68,75"
"3305901";"Trajano de Moraes (RJ)";"Total";"Total";"31,98"
"3306008";"Três Rios (RJ)";"Total";"Total";"82,72"
"3306107";"Valença (RJ)";"Total";"Total";"72,90"
"3306156";"Varre-Sai (RJ)";"Total";"Total";"65,92"
"3306206";"Vassouras (RJ)";"Total";"Total";"74,35"
"3306305";"Volta Redonda (RJ)";"Total";"Total";"96,08"
"3500105";"Adamantina (SP)";"Total";"Total";"95,69"
"3500204";"Adolfo (SP)";"Total";"Total";"94,42"
"3500303";"Aguaí (SP)";"Total";"Total";"90,28"
"3500402";"Águas da Prata (SP)";"Total";"Total";"85,51"
"3500501";"Águas de Lindóia (SP)";"Total";"Total";"93,03"
"3500550";"Águas de Santa Bárbara (SP)";"Total";"Total";"75,57"
"3500600";"Águas de São Pedro (SP)";"Total";"Total";"97,98"
"3500709";"Agudos (SP)";"Total";"Total";"94,92"
"3500758";"Alambari (SP)";"Total";"Total";"58,49"
"3500808";"Alfredo Marcondes (SP)";"Total";"Total";"84,50"
"3500907";"Altair (SP)";"Total";"Total";"99,07"
"3501004";"Altinópolis (SP)";"Total";"Total";"88,62"
"3501103";"Alto Alegre (SP)";"Total";"Total";"83,35"
"3501152";"Alumínio (SP)";"Total";"Total";"84,59"
"3501202";"Álvares Florence (SP)";"Total";"Total";"82,49"
"3501301";"Álvares Machado (SP)";"Total";"Total";"88,40"
"3501400";"Álvaro de Carvalho (SP)";"Total";"Total";"93,58"
"3501509";"Alvinlândia (SP)";"Total";"Total";"89,56"
"3501608";"Americana (SP)";"Total";"Total";"98,66"
"3501707";"Américo Brasiliense (SP)";"Total";"Total";"98,75"
"3501806";"Américo de Campos (SP)";"Total";"Total";"87,15"
"3501905";"Amparo (SP)";"Total";"Total";"89,67"
"3502002";"Analândia (SP)";"Total";"Total";"77,51"
"3502101";"Andradina (SP)";"Total";"Total";"91,01"
"3502200";"Angatuba (SP)";"Total";"Total";"84,29"
"3502309";"Anhembi (SP)";"Total";"Total";"89,90"
"3502408";"Anhumas (SP)";"Total";"Total";"87,00"
"3502507";"Aparecida (SP)";"Total";"Total";"96,38"
"3502606";"Aparecida d'Oeste (SP)";"Total";"Total";"81,78"
"3502705";"Apiaí (SP)";"Total";"Total";"55,13"
"3502754";"Araçariguama (SP)";"Total";"Total";"66,30"
"3502804";"Araçatuba (SP)";"Total";"Total";"97,84"
"3502903";"Araçoiaba da Serra (SP)";"Total";"Total";"53,65"
"3503000";"Aramina (SP)";"Total";"Total";"93,03"
"3503109";"Arandu (SP)";"Total";"Total";"87,73"
"3503158";"Arapeí (SP)";"Total";"Total";"60,68"
"3503208";"Araraquara (SP)";"Total";"Total";"98,53"
"3503307";"Araras (SP)";"Total";"Total";"98,59"
"3503356";"Arco-Íris (SP)";"Total";"Total";"67,50"
"3503406";"Arealva (SP)";"Total";"Total";"90,23"
"3503505";"Areias (SP)";"Total";"Total";"65,43"
"3503604";"Areiópolis (SP)";"Total";"Total";"97,89"
"3503703";"Ariranha (SP)";"Total";"Total";"95,58"
"3503802";"Artur Nogueira (SP)";"Total";"Total";"90,61"
"3503901";"Arujá (SP)";"Total";"Total";"85,93"
"3503950";"Aspásia (SP)";"Total";"Total";"74,21"
"3504008";"Assis (SP)";"Total";"Total";"97,92"
"3504107";"Atibaia (SP)";"Total";"Total";"81,18"
"3504206";"Auriflama (SP)";"Total";"Total";"92,25"
"3504305";"Avaí (SP)";"Total";"Total";"75,86"
"3504404";"Avanhandava (SP)";"Total";"Total";"94,17"
"3504503";"Avaré (SP)";"Total";"Total";"94,72"
"3504602";"Bady Bassitt (SP)";"Total";"Total";"93,50"
"3504701";"Balbinos (SP)";"Total";"Total";"90,87"
"3504800";"Bálsamo (SP)";"Total";"Total";"92,05"
"3504909";"Bananal (SP)";"Total";"Total";"85,41"
"3505005";"Barão de Antonina (SP)";"Total";"Total";"55,80"
"3505104";"Barbosa (SP)";"Total";"Total";"89,71"
"3505203";"Bariri (SP)";"Total";"Total";"97,74"
"3505302";"Barra Bonita (SP)";"Total";"Total";"98,62"
"3505351";"Barra do Chapéu (SP)";"Total";"Total";"25,40"
"3505401";"Barra do Turvo (SP)";"Total";"Total";"44,93"
"3505500";"Barretos (SP)";"Total";"Total";"96,24"
"3505609";"Barrinha (SP)";"Total";"Total";"96,87"
"3505708";"Barueri (SP)";"Total";"Total";"94,81"
"3505807";"Bastos (SP)";"Total";"Total";"89,23"
"3505906";"Batatais (SP)";"Total";"Total";"97,16"
"3506003";"Bauru (SP)";"Total";"Total";"98,12"
"3506102";"Bebedouro (SP)";"Total";"Total";"96,41"
"3506201";"Bento de Abreu (SP)";"Total";"Total";"97,68"
"3506300";"Bernardino de Campos (SP)";"Total";"Total";"92,90"
"3506359";"Bertioga (SP)";"Total";"Total";"78,03"
"3506409";"Bilac (SP)";"Total";"Total";"91,26"
"3506508";"Birigui (SP)";"Total";"Total";"97,40"
"3506607";"Biritiba Mirim (SP)";"Total";"Total";"79,88"
"3506706";"Boa Esperança do Sul (SP)";"Total";"Total";"95,88"
"3506805";"Bocaina (SP)";"Total";"Total";"95,32"
"3506904";"Bofete (SP)";"Total";"Total";"71,97"
"3507001";"Boituva (SP)";"Total";"Total";"88,64"
"3507100";"Bom Jesus dos Perdões (SP)";"Total";"Total";"96,34"
"3507159";"Bom Sucesso de Itararé (SP)";"Total";"Total";"58,22"
"3507209";"Borá (SP)";"Total";"Total";"84,94"
"3507308";"Boracéia (SP)";"Total";"Total";"93,23"
"3507407";"Borborema (SP)";"Total";"Total";"92,38"
"3507456";"Borebi (SP)";"Total";"Total";"87,73"
"3507506";"Botucatu (SP)";"Total";"Total";"95,87"
"3507605";"Bragança Paulista (SP)";"Total";"Total";"87,67"
"3507704";"Braúna (SP)";"Total";"Total";"88,85"
"3507753";"Brejo Alegre (SP)";"Total";"Total";"83,11"
"3507803";"Brodowski (SP)";"Total";"Total";"98,28"
"3507902";"Brotas (SP)";"Total";"Total";"92,00"
"3508009";"Buri (SP)";"Total";"Total";"79,25"
"3508108";"Buritama (SP)";"Total";"Total";"90,81"
"3508207";"Buritizal (SP)";"Total";"Total";"88,71"
"3508306";"Cabrália Paulista (SP)";"Total";"Total";"86,38"
"3508405";"Cabreúva (SP)";"Total";"Total";"89,98"
"3508504";"Caçapava (SP)";"Total";"Total";"87,10"
"3508603";"Cachoeira Paulista (SP)";"Total";"Total";"90,33"
"3508702";"Caconde (SP)";"Total";"Total";"68,16"
"3508801";"Cafelândia (SP)";"Total";"Total";"89,42"
"3508900";"Caiabu (SP)";"Total";"Total";"74,75"
"3509007";"Caieiras (SP)";"Total";"Total";"92,15"
"3509106";"Caiuá (SP)";"Total";"Total";"46,98"
"3509205";"Cajamar (SP)";"Total";"Total";"77,12"
"3509254";"Cajati (SP)";"Total";"Total";"69,45"
"3509304";"Cajobi (SP)";"Total";"Total";"98,39"
"3509403";"Cajuru (SP)";"Total";"Total";"88,45"
"3509452";"Campina do Monte Alegre (SP)";"Total";"Total";"92,31"
"3509502";"Campinas (SP)";"Total";"Total";"91,55"
"3509601";"Campo Limpo Paulista (SP)";"Total";"Total";"76,74"
"3509700";"Campos do Jordão (SP)";"Total";"Total";"84,98"
"3509809";"Campos Novos Paulista (SP)";"Total";"Total";"78,72"
"3509908";"Cananéia (SP)";"Total";"Total";"77,60"
"3509957";"Canas (SP)";"Total";"Total";"86,31"
"3510005";"Cândido Mota (SP)";"Total";"Total";"93,78"
"3510104";"Cândido Rodrigues (SP)";"Total";"Total";"86,41"
"3510153";"Canitar (SP)";"Total";"Total";"88,18"
"3510203";"Capão Bonito (SP)";"Total";"Total";"85,51"
"3510302";"Capela do Alto (SP)";"Total";"Total";"63,36"
"3510401";"Capivari (SP)";"Total";"Total";"89,41"
"3510500";"Caraguatatuba (SP)";"Total";"Total";"88,29"
"3510609";"Carapicuíba (SP)";"Total";"Total";"87,40"
"3510708";"Cardoso (SP)";"Total";"Total";"87,61"
"3510807";"Casa Branca (SP)";"Total";"Total";"91,22"
"3510906";"Cássia dos Coqueiros (SP)";"Total";"Total";"66,91"
"3511003";"Castilho (SP)";"Total";"Total";"81,52"
"3511102";"Catanduva (SP)";"Total";"Total";"98,87"
"3511201";"Catiguá (SP)";"Total";"Total";"90,80"
"3511300";"Cedral (SP)";"Total";"Total";"95,41"
"3511409";"Cerqueira César (SP)";"Total";"Total";"91,09"
"3511508";"Cerquilho (SP)";"Total";"Total";"95,45"
"3511607";"Cesário Lange (SP)";"Total";"Total";"72,54"
"3511706";"Charqueada (SP)";"Total";"Total";"87,47"
"3511904";"Clementina (SP)";"Total";"Total";"95,97"
"3512001";"Colina (SP)";"Total";"Total";"94,73"
"3512100";"Colômbia (SP)";"Total";"Total";"83,02"
"3512209";"Conchal (SP)";"Total";"Total";"98,99"
"3512308";"Conchas (SP)";"Total";"Total";"79,75"
"3512407";"Cordeirópolis (SP)";"Total";"Total";"92,25"
"3512506";"Coroados (SP)";"Total";"Total";"82,50"
"3512605";"Coronel Macedo (SP)";"Total";"Total";"76,64"
"3512704";"Corumbataí (SP)";"Total";"Total";"66,78"
"3512803";"Cosmópolis (SP)";"Total";"Total";"94,69"
"3512902";"Cosmorama (SP)";"Total";"Total";"74,15"
"3513009";"Cotia (SP)";"Total";"Total";"81,58"
"3513108";"Cravinhos (SP)";"Total";"Total";"97,63"
"3513207";"Cristais Paulista (SP)";"Total";"Total";"77,87"
"3513306";"Cruzália (SP)";"Total";"Total";"67,65"
"3513405";"Cruzeiro (SP)";"Total";"Total";"96,01"
"3513504";"Cubatão (SP)";"Total";"Total";"61,48"
"3513603";"Cunha (SP)";"Total";"Total";"53,39"
"3513702";"Descalvado (SP)";"Total";"Total";"93,25"
"3513801";"Diadema (SP)";"Total";"Total";"96,37"
"3513850";"Dirce Reis (SP)";"Total";"Total";"79,63"
"3513900";"Divinolândia (SP)";"Total";"Total";"69,80"
"3514007";"Dobrada (SP)";"Total";"Total";"93,98"
"3514106";"Dois Córregos (SP)";"Total";"Total";"95,30"
"3514205";"Dolcinópolis (SP)";"Total";"Total";"94,10"
"3514304";"Dourado (SP)";"Total";"Total";"97,43"
"3514403";"Dracena (SP)";"Total";"Total";"94,07"
"3514502";"Duartina (SP)";"Total";"Total";"94,29"
"3514601";"Dumont (SP)";"Total";"Total";"95,97"
"3514700";"Echaporã (SP)";"Total";"Total";"85,08"
"3514809";"Eldorado (SP)";"Total";"Total";"63,13"
"3514908";"Elias Fausto (SP)";"Total";"Total";"88,27"
"3514924";"Elisiário (SP)";"Total";"Total";"99,70"
"3514957";"Embaúba (SP)";"Total";"Total";"85,64"
"3515004";"Embu das Artes (SP)";"Total";"Total";"79,38"
"3515103";"Embu-Guaçu (SP)";"Total";"Total";"56,63"
"3515129";"Emilianópolis (SP)";"Total";"Total";"83,46"
"3515152";"Engenheiro Coelho (SP)";"Total";"Total";"85,39"
"3515186";"Espírito Santo do Pinhal (SP)";"Total";"Total";"93,43"
"3515194";"Espírito Santo do Turvo (SP)";"Total";"Total";"83,74"
"3515202";"Estrela d'Oeste (SP)";"Total";"Total";"81,84"
"3515301";"Estrela do Norte (SP)";"Total";"Total";"85,61"
"3515350";"Euclides da Cunha Paulista (SP)";"Total";"Total";"62,77"
"3515400";"Fartura (SP)";"Total";"Total";"91,00"
"3515509";"Fernandópolis (SP)";"Total";"Total";"98,13"
"3515608";"Fernando Prestes (SP)";"Total";"Total";"85,04"
"3515657";"Fernão (SP)";"Total";"Total";"66,73"
"3515707";"Ferraz de Vasconcelos (SP)";"Total";"Total";"85,14"
"3515806";"Flora Rica (SP)";"Total";"Total";"99,36"
"3515905";"Floreal (SP)";"Total";"Total";"91,33"
"3516002";"Flórida Paulista (SP)";"Total";"Total";"91,05"
"3516101";"Florínea (SP)";"Total";"Total";"91,83"
"3516200";"Franca (SP)";"Total";"Total";"98,36"
"3516309";"Francisco Morato (SP)";"Total";"Total";"59,06"
"3516408";"Franco da Rocha (SP)";"Total";"Total";"74,30"
"3516507";"Gabriel Monteiro (SP)";"Total";"Total";"85,01"
"3516606";"Gália (SP)";"Total";"Total";"88,15"
"3516705";"Garça (SP)";"Total";"Total";"95,17"
"3516804";"Gastão Vidigal (SP)";"Total";"Total";"93,81"
"3516853";"Gavião Peixoto (SP)";"Total";"Total";"87,85"
"3516903";"General Salgado (SP)";"Total";"Total";"89,41"
"3517000";"Getulina (SP)";"Total";"Total";"85,41"
"3517109";"Glicério (SP)";"Total";"Total";"74,88"
"3517208";"Guaiçara (SP)";"Total";"Total";"88,81"
"3517307";"Guaimbê (SP)";"Total";"Total";"96,16"
"3517406";"Guaíra (SP)";"Total";"Total";"98,26"
"3517505";"Guapiaçu (SP)";"Total";"Total";"88,87"
"3517604";"Guapiara (SP)";"Total";"Total";"42,44"
"3517703";"Guará (SP)";"Total";"Total";"96,68"
"3517802";"Guaraçaí (SP)";"Total";"Total";"83,46"
"3517901";"Guaraci (SP)";"Total";"Total";"93,02"
"3518008";"Guarani d'Oeste (SP)";"Total";"Total";"87,38"
"3518107";"Guarantã (SP)";"Total";"Total";"87,46"
"3518206";"Guararapes (SP)";"Total";"Total";"94,33"
"3518305";"Guararema (SP)";"Total";"Total";"71,35"
"3518404";"Guaratinguetá (SP)";"Total";"Total";"91,34"
"3518503";"Guareí (SP)";"Total";"Total";"58,85"
"3518602";"Guariba (SP)";"Total";"Total";"96,60"
"3518701";"Guarujá (SP)";"Total";"Total";"82,99"
"3518800";"Guarulhos (SP)";"Total";"Total";"88,50"
"3518859";"Guatapará (SP)";"Total";"Total";"80,72"
"3518909";"Guzolândia (SP)";"Total";"Total";"85,21"
"3519006";"Herculândia (SP)";"Total";"Total";"87,56"
"3519055";"Holambra (SP)";"Total";"Total";"75,22"
"3519071";"Hortolândia (SP)";"Total";"Total";"52,32"
"3519105";"Iacanga (SP)";"Total";"Total";"93,11"
"3519204";"Iacri (SP)";"Total";"Total";"82,65"
"3519253";"Iaras (SP)";"Total";"Total";"57,41"
"3519303";"Ibaté (SP)";"Total";"Total";"98,02"
"3519402";"Ibirá (SP)";"Total";"Total";"88,75"
"3519501";"Ibirarema (SP)";"Total";"Total";"88,64"
"3519600";"Ibitinga (SP)";"Total";"Total";"97,42"
"3519709";"Ibiúna (SP)";"Total";"Total";"48,91"
"3519808";"Icém (SP)";"Total";"Total";"98,86"
"3519907";"Iepê (SP)";"Total";"Total";"85,87"
"3520004";"Igaraçu do Tietê (SP)";"Total";"Total";"97,90"
"3520103";"Igarapava (SP)";"Total";"Total";"95,25"
"3520202";"Igaratá (SP)";"Total";"Total";"84,73"
"3520301";"Iguape (SP)";"Total";"Total";"76,58"
"3520400";"Ilhabela (SP)";"Total";"Total";"36,14"
"3520426";"Ilha Comprida (SP)";"Total";"Total";"93,86"
"3520442";"Ilha Solteira (SP)";"Total";"Total";"94,03"
"3520509";"Indaiatuba (SP)";"Total";"Total";"96,86"
"3520608";"Indiana (SP)";"Total";"Total";"71,60"
"3520707";"Indiaporã (SP)";"Total";"Total";"87,97"
"3520806";"Inúbia Paulista (SP)";"Total";"Total";"95,16"
"3520905";"Ipaussu (SP)";"Total";"Total";"97,83"
"3521002";"Iperó (SP)";"Total";"Total";"79,16"
"3521101";"Ipeúna (SP)";"Total";"Total";"84,76"
"3521150";"Ipiguá (SP)";"Total";"Total";"77,69"
"3521200";"Iporanga (SP)";"Total";"Total";"67,23"
"3521309";"Ipuã (SP)";"Total";"Total";"95,18"
"3521408";"Iracemápolis (SP)";"Total";"Total";"97,79"
"3521507";"Irapuã (SP)";"Total";"Total";"90,26"
"3521606";"Irapuru (SP)";"Total";"Total";"81,89"
"3521705";"Itaberá (SP)";"Total";"Total";"72,10"
"3521804";"Itaí (SP)";"Total";"Total";"83,99"
"3521903";"Itajobi (SP)";"Total";"Total";"89,62"
"3522000";"Itaju (SP)";"Total";"Total";"99,38"
"3522109";"Itanhaém (SP)";"Total";"Total";"81,44"
"3522158";"Itaoca (SP)";"Total";"Total";"34,41"
"3522208";"Itapecerica da Serra (SP)";"Total";"Total";"52,60"
"3522307";"Itapetininga (SP)";"Total";"Total";"92,61"
"3522406";"Itapeva (SP)";"Total";"Total";"83,97"
"3522505";"Itapevi (SP)";"Total";"Total";"82,05"
"3522604";"Itapira (SP)";"Total";"Total";"97,05"
"3522653";"Itapirapuã Paulista (SP)";"Total";"Total";"49,87"
"3522703";"Itápolis (SP)";"Total";"Total";"91,92"
"3522802";"Itaporanga (SP)";"Total";"Total";"79,90"
"3522901";"Itapuí (SP)";"Total";"Total";"98,22"
"3523008";"Itapura (SP)";"Total";"Total";"33,85"
"3523107";"Itaquaquecetuba (SP)";"Total";"Total";"80,43"
"3523206";"Itararé (SP)";"Total";"Total";"86,22"
"3523305";"Itariri (SP)";"Total";"Total";"57,51"
"3523404";"Itatiba (SP)";"Total";"Total";"93,38"
"3523503";"Itatinga (SP)";"Total";"Total";"90,24"
"3523602";"Itirapina (SP)";"Total";"Total";"85,89"
"3523701";"Itirapuã (SP)";"Total";"Total";"89,54"
"3523800";"Itobi (SP)";"Total";"Total";"91,30"
"3523909";"Itu (SP)";"Total";"Total";"96,08"
"3524006";"Itupeva (SP)";"Total";"Total";"89,43"
"3524105";"Ituverava (SP)";"Total";"Total";"97,90"
"3524204";"Jaborandi (SP)";"Total";"Total";"99,01"
"3524303";"Jaboticabal (SP)";"Total";"Total";"98,26"
"3524402";"Jacareí (SP)";"Total";"Total";"94,82"
"3524501";"Jaci (SP)";"Total";"Total";"88,21"
"3524600";"Jacupiranga (SP)";"Total";"Total";"80,63"
"3524709";"Jaguariúna (SP)";"Total";"Total";"94,70"
"3524808";"Jales (SP)";"Total";"Total";"94,10"
"3524907";"Jambeiro (SP)";"Total";"Total";"64,62"
"3525003";"Jandira (SP)";"Total";"Total";"90,36"
"3525102";"Jardinópolis (SP)";"Total";"Total";"98,19"
"3525201";"Jarinu (SP)";"Total";"Total";"53,48"
"3525300";"Jaú (SP)";"Total";"Total";"98,20"
"3525409";"Jeriquara (SP)";"Total";"Total";"99,28"
"3525508";"Joanópolis (SP)";"Total";"Total";"81,44"
"3525607";"João Ramalho (SP)";"Total";"Total";"85,24"
"3525706";"José Bonifácio (SP)";"Total";"Total";"89,75"
"3525805";"Júlio Mesquita (SP)";"Total";"Total";"92,06"
"3525854";"Jumirim (SP)";"Total";"Total";"65,69"
"3525904";"Jundiaí (SP)";"Total";"Total";"96,36"
"3526001";"Junqueirópolis (SP)";"Total";"Total";"92,29"
"3526100";"Juquiá (SP)";"Total";"Total";"62,10"
"3526209";"Juquitiba (SP)";"Total";"Total";"46,09"
"3526308";"Lagoinha (SP)";"Total";"Total";"66,73"
"3526407";"Laranjal Paulista (SP)";"Total";"Total";"92,61"
"3526506";"Lavínia (SP)";"Total";"Total";"86,40"
"3526605";"Lavrinhas (SP)";"Total";"Total";"80,10"
"3526704";"Leme (SP)";"Total";"Total";"97,49"
"3526803";"Lençóis Paulista (SP)";"Total";"Total";"98,03"
