"Tabela 3218 - Domicílios particulares permanentes, por forma de abastecimento de água, segundo a existência de banheiro ou sanitário e esgotamento sanitário, o destino do lixo e a existência de energia elétrica"
"Variável - Domicílios particulares permanentes - percentual do total geral"
"Cód.";"Município";"Destino do lixo";"Existência de energia elétrica";"Ano x Forma de abastecimento de água x Existência de banheiro ou sanitário e esgotamento sanitário"
"Cód.";"Município";"Destino do lixo";"Existência de energia elétrica";"2010"
"Cód.";"Município";"Destino do lixo";"Existência de energia elétrica";"Total"
"Cód.";"Município";"Destino do lixo";"Existência de energia elétrica";"Total"
"3130507";"Ilicínea (MG)";"Coletado";"Total";"79,48"
"3130556";"Imbé de Minas (MG)";"Coletado";"Total";"49,77"
"3130606";"Inconfidentes (MG)";"Coletado";"Total";"96,36"
"3130655";"Indaiabira (MG)";"Coletado";"Total";"40,23"
"3130705";"Indianópolis (MG)";"Coletado";"Total";"74,85"
"3130804";"Ingaí (MG)";"Coletado";"Total";"65,14"
"3130903";"Inhapim (MG)";"Coletado";"Total";"52,06"
"3131000";"Inhaúma (MG)";"Coletado";"Total";"89,47"
"3131109";"Inimutaba (MG)";"Coletado";"Total";"70,33"
"3131158";"Ipaba (MG)";"Coletado";"Total";"93,39"
"3131208";"Ipanema (MG)";"Coletado";"Total";"80,64"
"3131307";"Ipatinga (MG)";"Coletado";"Total";"99,73"
"3131406";"Ipiaçu (MG)";"Coletado";"Total";"90,78"
"3131505";"Ipuiúna (MG)";"Coletado";"Total";"84,50"
"3131604";"Iraí de Minas (MG)";"Coletado";"Total";"83,95"
"3131703";"Itabira (MG)";"Coletado";"Total";"92,96"
"3131802";"Itabirinha (MG)";"Coletado";"Total";"76,45"
"3131901";"Itabirito (MG)";"Coletado";"Total";"97,18"
"3132008";"Itacambira (MG)";"Coletado";"Total";"19,69"
"3132107";"Itacarambi (MG)";"Coletado";"Total";"77,00"
"3132206";"Itaguara (MG)";"Coletado";"Total";"82,12"
"3132305";"Itaipé (MG)";"Coletado";"Total";"44,79"
"3132404";"Itajubá (MG)";"Coletado";"Total";"99,32"
"3132503";"Itamarandiba (MG)";"Coletado";"Total";"61,85"
"3132602";"Itamarati de Minas (MG)";"Coletado";"Total";"81,29"
"3132701";"Itambacuri (MG)";"Coletado";"Total";"62,19"
"3132800";"Itambé do Mato Dentro (MG)";"Coletado";"Total";"49,21"
"3132909";"Itamogi (MG)";"Coletado";"Total";"82,89"
"3133006";"Itamonte (MG)";"Coletado";"Total";"94,71"
"3133105";"Itanhandu (MG)";"Coletado";"Total";"98,72"
"3133204";"Itanhomi (MG)";"Coletado";"Total";"71,96"
"3133303";"Itaobim (MG)";"Coletado";"Total";"77,59"
"3133402";"Itapagipe (MG)";"Coletado";"Total";"71,06"
"3133501";"Itapecerica (MG)";"Coletado";"Total";"82,81"
"3133600";"Itapeva (MG)";"Coletado";"Total";"94,88"
"3133709";"Itatiaiuçu (MG)";"Coletado";"Total";"83,15"
"3133758";"Itaú de Minas (MG)";"Coletado";"Total";"98,87"
"3133808";"Itaúna (MG)";"Coletado";"Total";"98,22"
"3133907";"Itaverava (MG)";"Coletado";"Total";"44,42"
"3134004";"Itinga (MG)";"Coletado";"Total";"55,16"
"3134103";"Itueta (MG)";"Coletado";"Total";"54,08"
"3134202";"Ituiutaba (MG)";"Coletado";"Total";"95,16"
"3134301";"Itumirim (MG)";"Coletado";"Total";"89,40"
"3134400";"Iturama (MG)";"Coletado";"Total";"95,74"
"3134509";"Itutinga (MG)";"Coletado";"Total";"77,04"
"3134608";"Jaboticatubas (MG)";"Coletado";"Total";"64,20"
"3134707";"Jacinto (MG)";"Coletado";"Total";"64,07"
"3134806";"Jacuí (MG)";"Coletado";"Total";"94,44"
"3134905";"Jacutinga (MG)";"Coletado";"Total";"93,10"
"3135001";"Jaguaraçu (MG)";"Coletado";"Total";"89,30"
"3135050";"Jaíba (MG)";"Coletado";"Total";"64,52"
"3135076";"Jampruca (MG)";"Coletado";"Total";"47,65"
"3135100";"Janaúba (MG)";"Coletado";"Total";"84,90"
"3135209";"Januária (MG)";"Coletado";"Total";"49,39"
"3135308";"Japaraíba (MG)";"Coletado";"Total";"81,35"
"3135357";"Japonvar (MG)";"Coletado";"Total";"41,81"
"3135407";"Jeceaba (MG)";"Coletado";"Total";"56,15"
"3135456";"Jenipapo de Minas (MG)";"Coletado";"Total";"42,29"
"3135506";"Jequeri (MG)";"Coletado";"Total";"56,14"
"3135605";"Jequitaí (MG)";"Coletado";"Total";"52,77"
"3135704";"Jequitibá (MG)";"Coletado";"Total";"37,70"
"3135803";"Jequitinhonha (MG)";"Coletado";"Total";"67,34"
"3135902";"Jesuânia (MG)";"Coletado";"Total";"69,23"
"3136009";"Joaíma (MG)";"Coletado";"Total";"68,54"
"3136108";"Joanésia (MG)";"Coletado";"Total";"40,93"
"3136207";"João Monlevade (MG)";"Coletado";"Total";"99,02"
"3136306";"João Pinheiro (MG)";"Coletado";"Total";"84,13"
"3136405";"Joaquim Felício (MG)";"Coletado";"Total";"55,18"
"3136504";"Jordânia (MG)";"Coletado";"Total";"73,18"
"3136520";"José Gonçalves de Minas (MG)";"Coletado";"Total";"43,14"
"3136553";"José Raydan (MG)";"Coletado";"Total";"44,21"
"3136579";"Josenópolis (MG)";"Coletado";"Total";"48,22"
"3136603";"Nova União (MG)";"Coletado";"Total";"74,83"
"3136652";"Juatuba (MG)";"Coletado";"Total";"91,05"
"3136702";"Juiz de Fora (MG)";"Coletado";"Total";"99,10"
"3136801";"Juramento (MG)";"Coletado";"Total";"62,05"
"3136900";"Juruaia (MG)";"Coletado";"Total";"79,74"
"3136959";"Juvenília (MG)";"Coletado";"Total";"52,02"
"3137007";"Ladainha (MG)";"Coletado";"Total";"27,43"
"3137106";"Lagamar (MG)";"Coletado";"Total";"72,12"
"3137205";"Lagoa da Prata (MG)";"Coletado";"Total";"97,33"
"3137304";"Lagoa dos Patos (MG)";"Coletado";"Total";"68,15"
"3137403";"Lagoa Dourada (MG)";"Coletado";"Total";"75,68"
"3137502";"Lagoa Formosa (MG)";"Coletado";"Total";"76,25"
"3137536";"Lagoa Grande (MG)";"Coletado";"Total";"78,23"
"3137601";"Lagoa Santa (MG)";"Coletado";"Total";"97,37"
"3137700";"Lajinha (MG)";"Coletado";"Total";"64,86"
"3137809";"Lambari (MG)";"Coletado";"Total";"91,79"
"3137908";"Lamim (MG)";"Coletado";"Total";"48,13"
"3138005";"Laranjal (MG)";"Coletado";"Total";"81,61"
"3138104";"Lassance (MG)";"Coletado";"Total";"69,65"
"3138203";"Lavras (MG)";"Coletado";"Total";"95,48"
"3138302";"Leandro Ferreira (MG)";"Coletado";"Total";"73,66"
"3138351";"Leme do Prado (MG)";"Coletado";"Total";"67,35"
"3138401";"Leopoldina (MG)";"Coletado";"Total";"91,11"
"3138500";"Liberdade (MG)";"Coletado";"Total";"73,87"
"3138609";"Lima Duarte (MG)";"Coletado";"Total";"88,99"
"3138625";"Limeira do Oeste (MG)";"Coletado";"Total";"70,44"
"3138658";"Lontra (MG)";"Coletado";"Total";"57,00"
"3138674";"Luisburgo (MG)";"Coletado";"Total";"40,37"
"3138682";"Luislândia (MG)";"Coletado";"Total";"43,56"
"3138708";"Luminárias (MG)";"Coletado";"Total";"79,63"
"3138807";"Luz (MG)";"Coletado";"Total";"90,03"
"3138906";"Machacalis (MG)";"Coletado";"Total";"80,11"
"3139003";"Machado (MG)";"Coletado";"Total";"91,53"
"3139102";"Madre de Deus de Minas (MG)";"Coletado";"Total";"81,98"
"3139201";"Malacacheta (MG)";"Coletado";"Total";"56,79"
"3139250";"Mamonas (MG)";"Coletado";"Total";"41,13"
"3139300";"Manga (MG)";"Coletado";"Total";"67,08"
"3139409";"Manhuaçu (MG)";"Coletado";"Total";"87,13"
"3139508";"Manhumirim (MG)";"Coletado";"Total";"83,54"
"3139607";"Mantena (MG)";"Coletado";"Total";"78,65"
"3139706";"Maravilhas (MG)";"Coletado";"Total";"80,32"
"3139805";"Mar de Espanha (MG)";"Coletado";"Total";"91,62"
"3139904";"Maria da Fé (MG)";"Coletado";"Total";"82,62"
"3140001";"Mariana (MG)";"Coletado";"Total";"90,14"
"3140100";"Marilac (MG)";"Coletado";"Total";"63,84"
"3140159";"Mário Campos (MG)";"Coletado";"Total";"96,59"
"3140209";"Maripá de Minas (MG)";"Coletado";"Total";"88,83"
"3140308";"Marliéria (MG)";"Coletado";"Total";"87,14"
"3140407";"Marmelópolis (MG)";"Coletado";"Total";"85,08"
"3140506";"Martinho Campos (MG)";"Coletado";"Total";"83,85"
"3140530";"Martins Soares (MG)";"Coletado";"Total";"64,12"
"3140555";"Mata Verde (MG)";"Coletado";"Total";"80,22"
"3140605";"Materlândia (MG)";"Coletado";"Total";"40,39"
"3140704";"Mateus Leme (MG)";"Coletado";"Total";"88,57"
"3140803";"Matias Barbosa (MG)";"Coletado";"Total";"96,03"
"3140852";"Matias Cardoso (MG)";"Coletado";"Total";"40,34"
"3140902";"Matipó (MG)";"Coletado";"Total";"75,61"
"3141009";"Mato Verde (MG)";"Coletado";"Total";"70,55"
"3141108";"Matozinhos (MG)";"Coletado";"Total";"97,54"
"3141207";"Matutina (MG)";"Coletado";"Total";"84,49"
"3141306";"Medeiros (MG)";"Coletado";"Total";"58,70"
"3141405";"Medina (MG)";"Coletado";"Total";"72,15"
"3141504";"Mendes Pimentel (MG)";"Coletado";"Total";"57,01"
"3141603";"Mercês (MG)";"Coletado";"Total";"74,80"
"3141702";"Mesquita (MG)";"Coletado";"Total";"52,30"
"3141801";"Minas Novas (MG)";"Coletado";"Total";"39,49"
"3141900";"Minduri (MG)";"Coletado";"Total";"89,45"
"3142007";"Mirabela (MG)";"Coletado";"Total";"59,46"
"3142106";"Miradouro (MG)";"Coletado";"Total";"68,75"
"3142205";"Miraí (MG)";"Coletado";"Total";"87,07"
"3142254";"Miravânia (MG)";"Coletado";"Total";"23,53"
"3142304";"Moeda (MG)";"Coletado";"Total";"79,31"
"3142403";"Moema (MG)";"Coletado";"Total";"91,28"
"3142502";"Monjolos (MG)";"Coletado";"Total";"49,20"
"3142601";"Monsenhor Paulo (MG)";"Coletado";"Total";"77,17"
"3142700";"Montalvânia (MG)";"Coletado";"Total";"57,25"
"3142809";"Monte Alegre de Minas (MG)";"Coletado";"Total";"76,62"
"3142908";"Monte Azul (MG)";"Coletado";"Total";"58,21"
"3143005";"Monte Belo (MG)";"Coletado";"Total";"79,77"
"3143104";"Monte Carmelo (MG)";"Coletado";"Total";"91,47"
"3143153";"Monte Formoso (MG)";"Coletado";"Total";"39,17"
"3143203";"Monte Santo de Minas (MG)";"Coletado";"Total";"83,19"
"3143302";"Montes Claros (MG)";"Coletado";"Total";"94,16"
"3143401";"Monte Sião (MG)";"Coletado";"Total";"90,72"
"3143450";"Montezuma (MG)";"Coletado";"Total";"41,10"
"3143500";"Morada Nova de Minas (MG)";"Coletado";"Total";"75,15"
"3143609";"Morro da Garça (MG)";"Coletado";"Total";"54,33"
"3143708";"Morro do Pilar (MG)";"Coletado";"Total";"61,74"
"3143807";"Munhoz (MG)";"Coletado";"Total";"94,71"
"3143906";"Muriaé (MG)";"Coletado";"Total";"94,13"
"3144003";"Mutum (MG)";"Coletado";"Total";"49,31"
"3144102";"Muzambinho (MG)";"Coletado";"Total";"87,90"
"3144201";"Nacip Raydan (MG)";"Coletado";"Total";"58,97"
"3144300";"Nanuque (MG)";"Coletado";"Total";"88,24"
"3144359";"Naque (MG)";"Coletado";"Total";"86,56"
"3144375";"Natalândia (MG)";"Coletado";"Total";"74,28"
"3144409";"Natércia (MG)";"Coletado";"Total";"96,11"
"3144508";"Nazareno (MG)";"Coletado";"Total";"84,55"
"3144607";"Nepomuceno (MG)";"Coletado";"Total";"79,19"
"3144656";"Ninheira (MG)";"Coletado";"Total";"31,80"
"3144672";"Nova Belém (MG)";"Coletado";"Total";"35,60"
"3144706";"Nova Era (MG)";"Coletado";"Total";"96,62"
"3144805";"Nova Lima (MG)";"Coletado";"Total";"99,50"
"3144904";"Nova Módica (MG)";"Coletado";"Total";"63,75"
"3145000";"Nova Ponte (MG)";"Coletado";"Total";"86,64"
"3145059";"Nova Porteirinha (MG)";"Coletado";"Total";"60,26"
"3145109";"Nova Resende (MG)";"Coletado";"Total";"65,33"
"3145208";"Nova Serrana (MG)";"Coletado";"Total";"98,16"
"3145307";"Novo Cruzeiro (MG)";"Coletado";"Total";"31,68"
"3145356";"Novo Oriente de Minas (MG)";"Coletado";"Total";"54,67"
"3145372";"Novorizonte (MG)";"Coletado";"Total";"61,99"
"3145406";"Olaria (MG)";"Coletado";"Total";"83,73"
"3145455";"Olhos-d'Água (MG)";"Coletado";"Total";"54,36"
"3145505";"Olímpio Noronha (MG)";"Coletado";"Total";"88,97"
"3145604";"Oliveira (MG)";"Coletado";"Total";"90,93"
"3145703";"Oliveira Fortes (MG)";"Coletado";"Total";"54,44"
"3145802";"Onça de Pitangui (MG)";"Coletado";"Total";"65,05"
"3145851";"Oratórios (MG)";"Coletado";"Total";"70,79"
"3145877";"Orizânia (MG)";"Coletado";"Total";"39,91"
"3145901";"Ouro Branco (MG)";"Coletado";"Total";"93,59"
"3146008";"Ouro Fino (MG)";"Coletado";"Total";"93,03"
"3146107";"Ouro Preto (MG)";"Coletado";"Total";"93,29"
"3146206";"Ouro Verde de Minas (MG)";"Coletado";"Total";"57,81"
"3146255";"Padre Carvalho (MG)";"Coletado";"Total";"45,58"
"3146305";"Padre Paraíso (MG)";"Coletado";"Total";"61,21"
"3146404";"Paineiras (MG)";"Coletado";"Total";"72,16"
"3146503";"Pains (MG)";"Coletado";"Total";"90,25"
"3146552";"Pai Pedro (MG)";"Coletado";"Total";"34,80"
"3146602";"Paiva (MG)";"Coletado";"Total";"74,62"
"3146701";"Palma (MG)";"Coletado";"Total";"78,37"
"3146750";"Palmópolis (MG)";"Coletado";"Total";"67,60"
"3146909";"Papagaios (MG)";"Coletado";"Total";"86,97"
"3147006";"Paracatu (MG)";"Coletado";"Total";"88,98"
"3147105";"Pará de Minas (MG)";"Coletado";"Total";"97,74"
"3147204";"Paraguaçu (MG)";"Coletado";"Total";"84,79"
"3147303";"Paraisópolis (MG)";"Coletado";"Total";"90,67"
"3147402";"Paraopeba (MG)";"Coletado";"Total";"85,35"
"3147501";"Passabém (MG)";"Coletado";"Total";"55,30"
"3147600";"Passa Quatro (MG)";"Coletado";"Total";"96,46"
"3147709";"Passa Tempo (MG)";"Coletado";"Total";"77,55"
"3147808";"Passa Vinte (MG)";"Coletado";"Total";"72,84"
"3147907";"Passos (MG)";"Coletado";"Total";"97,00"
"3147956";"Patis (MG)";"Coletado";"Total";"45,63"
"3148004";"Patos de Minas (MG)";"Coletado";"Total";"92,30"
"3148103";"Patrocínio (MG)";"Coletado";"Total";"89,26"
"3148202";"Patrocínio do Muriaé (MG)";"Coletado";"Total";"84,19"
"3148301";"Paula Cândido (MG)";"Coletado";"Total";"66,12"
"3148400";"Paulistas (MG)";"Coletado";"Total";"46,13"
"3148509";"Pavão (MG)";"Coletado";"Total";"60,66"
"3148608";"Peçanha (MG)";"Coletado";"Total";"45,64"
"3148707";"Pedra Azul (MG)";"Coletado";"Total";"83,33"
"3148756";"Pedra Bonita (MG)";"Coletado";"Total";"28,42"
"3148806";"Pedra do Anta (MG)";"Coletado";"Total";"64,70"
"3148905";"Pedra do Indaiá (MG)";"Coletado";"Total";"67,88"
"3149002";"Pedra Dourada (MG)";"Coletado";"Total";"67,99"
"3149101";"Pedralva (MG)";"Coletado";"Total";"86,31"
"3149150";"Pedras de Maria da Cruz (MG)";"Coletado";"Total";"52,37"
"3149200";"Pedrinópolis (MG)";"Coletado";"Total";"89,52"
"3149309";"Pedro Leopoldo (MG)";"Coletado";"Total";"95,98"
"3149408";"Pedro Teixeira (MG)";"Coletado";"Total";"69,62"
"3149507";"Pequeri (MG)";"Coletado";"Total";"94,64"
"3149606";"Pequi (MG)";"Coletado";"Total";"74,00"
"3149705";"Perdigão (MG)";"Coletado";"Total";"86,82"
"3149804";"Perdizes (MG)";"Coletado";"Total";"79,75"
"3149903";"Perdões (MG)";"Coletado";"Total";"92,51"
"3149952";"Periquito (MG)";"Coletado";"Total";"67,03"
"3150000";"Pescador (MG)";"Coletado";"Total";"77,11"
"3150109";"Piau (MG)";"Coletado";"Total";"81,88"
"3150158";"Piedade de Caratinga (MG)";"Coletado";"Total";"82,73"
"3150208";"Piedade de Ponte Nova (MG)";"Coletado";"Total";"83,30"
"3150307";"Piedade do Rio Grande (MG)";"Coletado";"Total";"71,38"
"3150406";"Piedade dos Gerais (MG)";"Coletado";"Total";"50,58"
"3150505";"Pimenta (MG)";"Coletado";"Total";"87,02"
"3150539";"Pingo-d'Água (MG)";"Coletado";"Total";"91,78"
"3150570";"Pintópolis (MG)";"Coletado";"Total";"34,55"
"3150604";"Piracema (MG)";"Coletado";"Total";"66,84"
"3150703";"Pirajuba (MG)";"Coletado";"Total";"90,50"
"3150802";"Piranga (MG)";"Coletado";"Total";"37,49"
"3150901";"Piranguçu (MG)";"Coletado";"Total";"82,47"
"3151008";"Piranguinho (MG)";"Coletado";"Total";"95,93"
"3151107";"Pirapetinga (MG)";"Coletado";"Total";"88,65"
"3151206";"Pirapora (MG)";"Coletado";"Total";"96,00"
"3151305";"Piraúba (MG)";"Coletado";"Total";"81,56"
"3151404";"Pitangui (MG)";"Coletado";"Total";"88,29"
"3151503";"Piumhi (MG)";"Coletado";"Total";"95,12"
"3151602";"Planura (MG)";"Coletado";"Total";"96,28"
"3151701";"Poço Fundo (MG)";"Coletado";"Total";"73,11"
"3151800";"Poços de Caldas (MG)";"Coletado";"Total";"99,06"
"3151909";"Pocrane (MG)";"Coletado";"Total";"59,52"
"3152006";"Pompéu (MG)";"Coletado";"Total";"87,41"
"3152105";"Ponte Nova (MG)";"Coletado";"Total";"92,10"
"3152131";"Ponto Chique (MG)";"Coletado";"Total";"52,67"
"3152170";"Ponto dos Volantes (MG)";"Coletado";"Total";"43,52"
"3152204";"Porteirinha (MG)";"Coletado";"Total";"48,74"
"3152303";"Porto Firme (MG)";"Coletado";"Total";"58,69"
"3152402";"Poté (MG)";"Coletado";"Total";"54,45"
"3152501";"Pouso Alegre (MG)";"Coletado";"Total";"96,85"
"3152600";"Pouso Alto (MG)";"Coletado";"Total";"82,80"
"3152709";"Prados (MG)";"Coletado";"Total";"82,98"
"3152808";"Prata (MG)";"Coletado";"Total";"77,84"
"3152907";"Pratápolis (MG)";"Coletado";"Total";"92,90"
"3153004";"Pratinha (MG)";"Coletado";"Total";"61,59"
"3153103";"Presidente Bernardes (MG)";"Coletado";"Total";"40,47"
"3153202";"Presidente Juscelino (MG)";"Coletado";"Total";"42,99"
"3153301";"Presidente Kubitschek (MG)";"Coletado";"Total";"71,84"
"3153400";"Presidente Olegário (MG)";"Coletado";"Total";"67,95"
"3153509";"Alto Jequitibá (MG)";"Coletado";"Total";"65,90"
"3153608";"Prudente de Morais (MG)";"Coletado";"Total";"96,00"
"3153707";"Quartel Geral (MG)";"Coletado";"Total";"77,83"
"3153806";"Queluzito (MG)";"Coletado";"Total";"57,64"
"3153905";"Raposos (MG)";"Coletado";"Total";"97,99"
"3154002";"Raul Soares (MG)";"Coletado";"Total";"65,11"
"3154101";"Recreio (MG)";"Coletado";"Total";"88,51"
"3154150";"Reduto (MG)";"Coletado";"Total";"66,51"
"3154200";"Resende Costa (MG)";"Coletado";"Total";"81,76"
"3154309";"Resplendor (MG)";"Coletado";"Total";"76,08"
"3154408";"Ressaquinha (MG)";"Coletado";"Total";"72,59"
"3154457";"Riachinho (MG)";"Coletado";"Total";"49,55"
"3154507";"Riacho dos Machados (MG)";"Coletado";"Total";"39,32"
"3154606";"Ribeirão das Neves (MG)";"Coletado";"Total";"96,70"
"3154705";"Ribeirão Vermelho (MG)";"Coletado";"Total";"94,23"
"3154804";"Rio Acima (MG)";"Coletado";"Total";"96,54"
"3154903";"Rio Casca (MG)";"Coletado";"Total";"82,44"
"3155009";"Rio Doce (MG)";"Coletado";"Total";"88,65"
"3155108";"Rio do Prado (MG)";"Coletado";"Total";"67,96"
"3155207";"Rio Espera (MG)";"Coletado";"Total";"46,17"
"3155306";"Rio Manso (MG)";"Coletado";"Total";"71,40"
"3155405";"Rio Novo (MG)";"Coletado";"Total";"89,76"
"3155504";"Rio Paranaíba (MG)";"Coletado";"Total";"68,11"
"3155603";"Rio Pardo de Minas (MG)";"Coletado";"Total";"41,20"
"3155702";"Rio Piracicaba (MG)";"Coletado";"Total";"86,49"
"3155801";"Rio Pomba (MG)";"Coletado";"Total";"85,80"
"3155900";"Rio Preto (MG)";"Coletado";"Total";"89,83"
"3156007";"Rio Vermelho (MG)";"Coletado";"Total";"36,23"
"3156106";"Ritápolis (MG)";"Coletado";"Total";"67,87"
"3156205";"Rochedo de Minas (MG)";"Coletado";"Total";"91,32"
"3156304";"Rodeiro (MG)";"Coletado";"Total";"91,10"
"3156403";"Romaria (MG)";"Coletado";"Total";"82,32"
"3156452";"Rosário da Limeira (MG)";"Coletado";"Total";"64,01"
"3156502";"Rubelita (MG)";"Coletado";"Total";"43,31"
"3156601";"Rubim (MG)";"Coletado";"Total";"73,48"
"3156700";"Sabará (MG)";"Coletado";"Total";"94,62"
"3156809";"Sabinópolis (MG)";"Coletado";"Total";"61,07"
"3156908";"Sacramento (MG)";"Coletado";"Total";"83,93"
"3157005";"Salinas (MG)";"Coletado";"Total";"75,92"
"3157104";"Salto da Divisa (MG)";"Coletado";"Total";"72,58"
"3157203";"Santa Bárbara (MG)";"Coletado";"Total";"92,32"
"3157252";"Santa Bárbara do Leste (MG)";"Coletado";"Total";"62,31"
"3157278";"Santa Bárbara do Monte Verde (MG)";"Coletado";"Total";"75,64"
"3157302";"Santa Bárbara do Tugúrio (MG)";"Coletado";"Total";"53,94"
"3157336";"Santa Cruz de Minas (MG)";"Coletado";"Total";"99,88"
"3157377";"Santa Cruz de Salinas (MG)";"Coletado";"Total";"38,52"
"3157401";"Santa Cruz do Escalvado (MG)";"Coletado";"Total";"69,11"
"3157500";"Santa Efigênia de Minas (MG)";"Coletado";"Total";"56,31"
"3157609";"Santa Fé de Minas (MG)";"Coletado";"Total";"25,26"
"3157658";"Santa Helena de Minas (MG)";"Coletado";"Total";"65,78"
"3157708";"Santa Juliana (MG)";"Coletado";"Total";"87,69"
"3157807";"Santa Luzia (MG)";"Coletado";"Total";"96,77"
"3157906";"Santa Margarida (MG)";"Coletado";"Total";"70,77"
"3158003";"Santa Maria de Itabira (MG)";"Coletado";"Total";"67,15"
"3158102";"Santa Maria do Salto (MG)";"Coletado";"Total";"71,87"
"3158201";"Santa Maria do Suaçuí (MG)";"Coletado";"Total";"59,87"
"3158300";"Santana da Vargem (MG)";"Coletado";"Total";"77,42"
"3158409";"Santana de Cataguases (MG)";"Coletado";"Total";"80,61"
"3158508";"Santana de Pirapama (MG)";"Coletado";"Total";"39,84"
"3158607";"Santana do Deserto (MG)";"Coletado";"Total";"91,27"
"3158706";"Santana do Garambéu (MG)";"Coletado";"Total";"71,62"
"3158805";"Santana do Jacaré (MG)";"Coletado";"Total";"96,67"
"3158904";"Santana do Manhuaçu (MG)";"Coletado";"Total";"54,62"
"3158953";"Santana do Paraíso (MG)";"Coletado";"Total";"95,06"
"3159001";"Santana do Riacho (MG)";"Coletado";"Total";"71,56"
"3159100";"Santana dos Montes (MG)";"Coletado";"Total";"56,51"
"3159209";"Santa Rita de Caldas (MG)";"Coletado";"Total";"67,07"
"3159308";"Santa Rita de Jacutinga (MG)";"Coletado";"Total";"75,95"
"3159357";"Santa Rita de Minas (MG)";"Coletado";"Total";"82,55"
"3159407";"Santa Rita de Ibitipoca (MG)";"Coletado";"Total";"66,27"
"3159506";"Santa Rita do Itueto (MG)";"Coletado";"Total";"47,06"
"3159605";"Santa Rita do Sapucaí (MG)";"Coletado";"Total";"89,15"
"3159704";"Santa Rosa da Serra (MG)";"Coletado";"Total";"82,35"
"3159803";"Santa Vitória (MG)";"Coletado";"Total";"82,52"
"3159902";"Santo Antônio do Amparo (MG)";"Coletado";"Total";"91,78"
"3160009";"Santo Antônio do Aventureiro (MG)";"Coletado";"Total";"73,75"
"3160108";"Santo Antônio do Grama (MG)";"Coletado";"Total";"82,15"
"3160207";"Santo Antônio do Itambé (MG)";"Coletado";"Total";"32,47"
"3160306";"Santo Antônio do Jacinto (MG)";"Coletado";"Total";"51,62"
"3160405";"Santo Antônio do Monte (MG)";"Coletado";"Total";"88,91"
"3160454";"Santo Antônio do Retiro (MG)";"Coletado";"Total";"31,92"
"3160504";"Santo Antônio do Rio Abaixo (MG)";"Coletado";"Total";"56,39"
"3160603";"Santo Hipólito (MG)";"Coletado";"Total";"54,44"
"3160702";"Santos Dumont (MG)";"Coletado";"Total";"94,36"
"3160801";"São Bento Abade (MG)";"Coletado";"Total";"92,77"
"3160900";"São Brás do Suaçuí (MG)";"Coletado";"Total";"88,21"
"3160959";"São Domingos das Dores (MG)";"Coletado";"Total";"93,53"
"3161007";"São Domingos do Prata (MG)";"Coletado";"Total";"63,39"
"3161056";"São Félix de Minas (MG)";"Coletado";"Total";"63,15"
"3161106";"São Francisco (MG)";"Coletado";"Total";"60,18"
"3161205";"São Francisco de Paula (MG)";"Coletado";"Total";"70,65"
"3161304";"São Francisco de Sales (MG)";"Coletado";"Total";"77,71"
"3161403";"São Francisco do Glória (MG)";"Coletado";"Total";"69,02"
"3161502";"São Geraldo (MG)";"Coletado";"Total";"75,10"
"3161601";"São Geraldo da Piedade (MG)";"Coletado";"Total";"47,30"
"3161650";"São Geraldo do Baixio (MG)";"Coletado";"Total";"66,46"
"3161700";"São Gonçalo do Abaeté (MG)";"Coletado";"Total";"80,12"
"3161809";"São Gonçalo do Pará (MG)";"Coletado";"Total";"94,45"
"3161908";"São Gonçalo do Rio Abaixo (MG)";"Coletado";"Total";"90,33"
"3162005";"São Gonçalo do Sapucaí (MG)";"Coletado";"Total";"90,70"
"3162104";"São Gotardo (MG)";"Coletado";"Total";"92,57"
"3162203";"São João Batista do Glória (MG)";"Coletado";"Total";"96,80"
"3162252";"São João da Lagoa (MG)";"Coletado";"Total";"46,60"
"3162302";"São João da Mata (MG)";"Coletado";"Total";"69,21"
"3162401";"São João da Ponte (MG)";"Coletado";"Total";"20,85"
"3162450";"São João das Missões (MG)";"Coletado";"Total";"22,75"
"3162500";"São João del Rei (MG)";"Coletado";"Total";"95,68"
"3162559";"São João do Manhuaçu (MG)";"Coletado";"Total";"57,52"
"3162575";"São João do Manteninha (MG)";"Coletado";"Total";"80,69"
"3162609";"São João do Oriente (MG)";"Coletado";"Total";"82,92"
"3162658";"São João do Pacuí (MG)";"Coletado";"Total";"33,45"
"3162708";"São João do Paraíso (MG)";"Coletado";"Total";"54,93"
"3162807";"São João Evangelista (MG)";"Coletado";"Total";"65,07"
"3162906";"São João Nepomuceno (MG)";"Coletado";"Total";"95,67"
"3162922";"São Joaquim de Bicas (MG)";"Coletado";"Total";"86,44"
"3162948";"São José da Barra (MG)";"Coletado";"Total";"91,70"
"3162955";"São José da Lapa (MG)";"Coletado";"Total";"98,14"
"3163003";"São José da Safira (MG)";"Coletado";"Total";"63,63"
"3163102";"São José da Varginha (MG)";"Coletado";"Total";"77,39"
"3163201";"São José do Alegre (MG)";"Coletado";"Total";"80,52"
"3163300";"São José do Divino (MG)";"Coletado";"Total";"69,01"
"3163409";"São José do Goiabal (MG)";"Coletado";"Total";"75,33"
"3163508";"São José do Jacuri (MG)";"Coletado";"Total";"34,21"
"3163607";"São José do Mantimento (MG)";"Coletado";"Total";"61,17"
"3163706";"São Lourenço (MG)";"Coletado";"Total";"99,30"
